points,driverref,participations,country,did_not_start,last_win,driverid,podiums,last_race,country_flag,permanent_number,championships,surname,country_code,code,top_ten,did_not_finish,first_win,fastestlaps,races_finished,first_race,poles,subchampionships,year,standings_position,wins,forename,finished_in_points,dob
0.0,sutil,19,Germany,0,,16,0,2014-11-23T00:00:00.000Z,🇩🇪,99,0,Sutil,de,SUT,0,7,,0,12,2014-03-16T00:00:00.000Z,0,0,2014,18,0,Adrian,0,1983-01-11T00:00:00.000Z
0.0,stevens,1,UK,0,,829,0,2014-11-23T00:00:00.000Z,🇬🇧,28,0,Stevens,gb,STE,0,0,,0,1,2014-11-23T00:00:00.000Z,0,0,2014,23,0,Will,0,1991-06-28T00:00:00.000Z
0.0,chilton,16,UK,0,,820,0,2014-10-12T00:00:00.000Z,🇬🇧,4,0,Chilton,gb,CHI,0,3,,0,13,2014-03-16T00:00:00.000Z,0,0,2014,21,0,Max,0,1991-04-21T00:00:00.000Z
0.0,ericsson,16,Sweden,0,,828,0,2014-10-12T00:00:00.000Z,🇸🇪,9,0,Ericsson,se,ERI,0,5,,0,11,2014-03-16T00:00:00.000Z,0,0,2014,19,0,Marcus,0,1990-09-02T00:00:00.000Z
0.0,gutierrez,19,Mexico,0,,821,0,2014-11-23T00:00:00.000Z,🇲🇽,21,0,Gutiérrez,mx,GUT,0,6,,0,13,2014-03-16T00:00:00.000Z,0,0,2014,20,0,Esteban,0,1991-08-05T00:00:00.000Z
0.0,lotterer,1,Germany,0,,827,0,2014-08-24T00:00:00.000Z,🇩🇪,45,0,Lotterer,de,LOT,0,1,,0,0,2014-08-24T00:00:00.000Z,0,0,2014,24,0,André,0,1981-11-19T00:00:00.000Z
0.0,kobayashi,16,Japan,0,,155,0,2014-11-23T00:00:00.000Z,🇯🇵,10,0,Kobayashi,jp,KOB,0,7,,0,9,2014-03-16T00:00:00.000Z,0,0,2014,22,0,Kamui,0,1986-09-13T00:00:00.000Z
126.0,button,19,UK,0,,18,1,2014-11-23T00:00:00.000Z,🇬🇧,22,0,Button,gb,BUT,13,1,,0,18,2014-03-16T00:00:00.000Z,0,0,2014,8,0,Jenson,13,1980-01-19T00:00:00.000Z
134.0,massa,19,Brazil,0,,13,3,2014-11-23T00:00:00.000Z,🇧🇷,19,0,Massa,br,MAS,11,3,,1,16,2014-03-16T00:00:00.000Z,1,0,2014,7,0,Felipe,11,1981-04-25T00:00:00.000Z
161.0,alonso,19,Spain,0,,4,2,2014-11-23T00:00:00.000Z,🇪🇸,14,0,Alonso,es,ALO,17,2,,0,17,2014-03-16T00:00:00.000Z,0,0,2014,6,0,Fernando,17,1981-07-29T00:00:00.000Z
