points,driverref,participations,country,did_not_start,last_win,driverid,podiums,last_race,country_flag,permanent_number,championships,surname,country_code,code,top_ten,did_not_finish,first_win,fastestlaps,races_finished,first_race,poles,subchampionships,year,standings_position,wins,forename,finished_in_points,dob
0.0,yamamoto,7,Japan,0,,29,0,2010-10-24T00:00:00.000Z,🇯🇵,,0,Yamamoto,jp,YAM,0,1,,0,6,2010-07-11T00:00:00.000Z,0,0,2010,26,0,Sakon,0,1982-07-09T00:00:00.000Z
0.0,trulli,19,Italy,0,,15,0,2010-11-14T00:00:00.000Z,🇮🇹,,0,Trulli,it,TRU,0,8,,0,11,2010-03-14T00:00:00.000Z,0,0,2010,21,0,Jarno,0,1974-07-13T00:00:00.000Z
0.0,bruno_senna,18,Brazil,0,,811,0,2010-11-14T00:00:00.000Z,🇧🇷,,0,Senna,br,SEN,0,9,,0,9,2010-03-14T00:00:00.000Z,0,0,2010,23,0,Bruno,0,1983-10-15T00:00:00.000Z
0.0,kovalainen,19,Finland,0,,5,0,2010-11-14T00:00:00.000Z,🇫🇮,,0,Kovalainen,fi,KOV,0,6,,0,13,2010-03-14T00:00:00.000Z,0,0,2010,20,0,Heikki,0,1981-10-19T00:00:00.000Z
0.0,chandhok,10,India,0,,812,0,2010-07-11T00:00:00.000Z,🇮🇳,,0,Chandhok,in,CHA,0,2,,0,8,2010-03-14T00:00:00.000Z,0,0,2010,22,0,Karun,0,1984-01-19T00:00:00.000Z
0.0,glock,19,Germany,0,,10,0,2010-11-14T00:00:00.000Z,🇩🇪,,0,Glock,de,GLO,0,9,,0,10,2010-03-14T00:00:00.000Z,0,0,2010,25,0,Timo,0,1982-03-18T00:00:00.000Z
0.0,grassi,19,Brazil,0,,810,0,2010-11-14T00:00:00.000Z,🇧🇷,,0,di Grassi,br,DIG,0,9,,0,10,2010-03-14T00:00:00.000Z,0,0,2010,24,0,Lucas,0,1984-08-11T00:00:00.000Z
0.0,klien,3,Austria,0,,32,0,2010-11-14T00:00:00.000Z,🇦🇹,,0,Klien,at,KLI,0,1,,0,2,2010-09-26T00:00:00.000Z,0,0,2010,27,0,Christian,0,1983-02-07T00:00:00.000Z
136.0,kubica,19,Poland,0,,9,3,2010-11-14T00:00:00.000Z,🇵🇱,,0,Kubica,pl,KUB,15,3,,1,16,2010-03-14T00:00:00.000Z,0,0,2010,8,0,Robert,15,1984-12-07T00:00:00.000Z
142.0,rosberg,19,Germany,0,,3,3,2010-11-14T00:00:00.000Z,🇩🇪,6,0,Rosberg,de,ROS,15,3,,0,16,2010-03-14T00:00:00.000Z,0,0,2010,7,0,Nico,15,1985-06-27T00:00:00.000Z
144.0,massa,19,Brazil,0,,13,5,2010-11-14T00:00:00.000Z,🇧🇷,19,0,Massa,br,MAS,14,1,,0,18,2010-03-14T00:00:00.000Z,0,0,2010,6,0,Felipe,14,1981-04-25T00:00:00.000Z
21.0,liuzzi,19,Italy,0,,24,0,2010-11-14T00:00:00.000Z,🇮🇹,,0,Liuzzi,it,LIU,6,6,,0,13,2010-03-14T00:00:00.000Z,0,0,2010,15,0,Vitantonio,6,1980-08-06T00:00:00.000Z
214.0,button,19,UK,0,2010-04-18T00:00:00.000Z,18,7,2010-11-14T00:00:00.000Z,🇬🇧,22,0,Button,gb,BUT,16,2,2010-03-28T00:00:00.000Z,1,17,2010-03-14T00:00:00.000Z,0,0,2010,5,2,Jenson,16,1980-01-19T00:00:00.000Z
22.0,hulkenberg,19,Germany,0,,807,0,2010-11-14T00:00:00.000Z,🇩🇪,27,0,Hülkenberg,de,HUL,7,4,,0,15,2010-03-14T00:00:00.000Z,1,0,2010,14,0,Nico,7,1987-08-19T00:00:00.000Z
240.0,hamilton,19,UK,0,2010-08-29T00:00:00.000Z,1,9,2010-11-14T00:00:00.000Z,🇬🇧,44,0,Hamilton,gb,HAM,15,3,2010-05-30T00:00:00.000Z,5,16,2010-03-14T00:00:00.000Z,1,0,2010,4,3,Lewis,15,1985-01-07T00:00:00.000Z
242.0,webber,19,Australia,0,2010-08-01T00:00:00.000Z,17,10,2010-11-14T00:00:00.000Z,🇦🇺,,0,Webber,au,WEB,17,2,2010-05-09T00:00:00.000Z,3,17,2010-03-14T00:00:00.000Z,5,0,2010,3,4,Mark,17,1976-08-27T00:00:00.000Z
252.0,alonso,19,Spain,0,2010-10-24T00:00:00.000Z,4,10,2010-11-14T00:00:00.000Z,🇪🇸,14,0,Alonso,es,ALO,16,1,2010-03-14T00:00:00.000Z,5,18,2010-03-14T00:00:00.000Z,2,1,2010,2,5,Fernando,16,1981-07-29T00:00:00.000Z
256.0,vettel,19,Germany,0,2010-11-14T00:00:00.000Z,20,10,2010-11-14T00:00:00.000Z,🇩🇪,5,1,Vettel,de,VET,15,3,2010-04-04T00:00:00.000Z,3,16,2010-03-14T00:00:00.000Z,10,0,2010,1,5,Sebastian,15,1987-07-03T00:00:00.000Z
27.0,petrov,19,Russia,0,,808,0,2010-11-14T00:00:00.000Z,🇷🇺,,0,Petrov,ru,PET,5,5,,1,14,2010-03-14T00:00:00.000Z,0,0,2010,13,0,Vitaly,5,1984-09-08T00:00:00.000Z
32.0,kobayashi,19,Japan,0,,155,0,2010-11-14T00:00:00.000Z,🇯🇵,10,0,Kobayashi,jp,KOB,8,8,,0,11,2010-03-14T00:00:00.000Z,0,0,2010,12,0,Kamui,8,1986-09-13T00:00:00.000Z
47.0,barrichello,19,Brazil,0,,22,0,2010-11-14T00:00:00.000Z,🇧🇷,,0,Barrichello,br,BAR,10,2,,0,17,2010-03-14T00:00:00.000Z,0,0,2010,10,0,Rubens,10,1972-05-23T00:00:00.000Z
47.0,sutil,19,Germany,0,,16,0,2010-11-14T00:00:00.000Z,🇩🇪,99,0,Sutil,de,SUT,9,4,,0,15,2010-03-14T00:00:00.000Z,0,0,2010,11,0,Adrian,9,1983-01-11T00:00:00.000Z
5.0,alguersuari,19,Spain,0,,153,0,2010-11-14T00:00:00.000Z,🇪🇸,,0,Alguersuari,es,ALG,3,2,,0,17,2010-03-14T00:00:00.000Z,0,0,2010,19,0,Jaime,3,1990-03-23T00:00:00.000Z
6.0,heidfeld,5,Germany,0,,2,0,2010-11-14T00:00:00.000Z,🇩🇪,,0,Heidfeld,de,HEI,2,1,,0,4,2010-09-26T00:00:00.000Z,0,0,2010,18,0,Nick,2,1977-05-10T00:00:00.000Z
6.0,rosa,14,Spain,0,,37,0,2010-09-12T00:00:00.000Z,🇪🇸,,0,de la Rosa,es,DLR,1,7,,0,7,2010-03-14T00:00:00.000Z,0,0,2010,17,0,Pedro,1,1971-02-24T00:00:00.000Z
72.0,michael_schumacher,19,Germany,0,,30,0,2010-11-14T00:00:00.000Z,🇩🇪,,0,Schumacher,de,MSC,12,2,,0,17,2010-03-14T00:00:00.000Z,0,0,2010,9,0,Michael,12,1969-01-03T00:00:00.000Z
8.0,buemi,19,Switzerland,0,,67,0,2010-11-14T00:00:00.000Z,🇨🇭,,0,Buemi,ch,BUE,4,5,,0,14,2010-03-14T00:00:00.000Z,0,0,2010,16,0,Sébastien,4,1988-10-31T00:00:00.000Z
