points,driverref,participations,country,did_not_start,last_win,driverid,podiums,last_race,country_flag,permanent_number,championships,surname,country_code,code,top_ten,did_not_finish,first_win,fastestlaps,races_finished,first_race,poles,subchampionships,year,standings_position,wins,forename,finished_in_points,dob
0.0,zonta,1,Brazil,0,,41,0,2005-06-19T00:00:00.000Z,🇧🇷,,0,Zonta,br,ZON,0,1,,0,0,2005-06-19T00:00:00.000Z,0,0,2005,,0,Ricardo,0,1976-03-23T00:00:00.000Z
0.0,doornbos,8,Netherlands,0,,38,0,2005-10-16T00:00:00.000Z,🇳🇱,,0,Doornbos,nl,DOO,0,2,,0,6,2005-07-24T00:00:00.000Z,0,0,2005,25,0,Robert,0,1981-09-23T00:00:00.000Z
0.0,davidson,1,UK,0,,19,0,2005-03-20T00:00:00.000Z,🇬🇧,,0,Davidson,gb,DAV,0,1,,0,0,2005-03-20T00:00:00.000Z,0,0,2005,,0,Anthony,0,1979-04-18T00:00:00.000Z
1.0,sato,16,Japan,0,,11,0,2005-10-16T00:00:00.000Z,🇯🇵,,0,Sato,jp,SAT,3,8,,0,8,2005-03-06T00:00:00.000Z,0,0,2005,23,0,Takuma,1,1977-01-28T00:00:00.000Z
1.0,liuzzi,4,Italy,0,,24,0,2005-05-29T00:00:00.000Z,🇮🇹,,0,Liuzzi,it,LIU,2,2,,0,2,2005-04-24T00:00:00.000Z,0,0,2005,24,0,Vitantonio,1,1980-08-06T00:00:00.000Z
11.0,massa,19,Brazil,0,,13,0,2005-10-16T00:00:00.000Z,🇧🇷,19,0,Massa,br,MAS,12,3,,0,16,2005-03-06T00:00:00.000Z,0,0,2005,13,0,Felipe,4,1981-04-25T00:00:00.000Z
112.0,raikkonen,19,Finland,0,2005-10-09T00:00:00.000Z,8,12,2005-10-16T00:00:00.000Z,🇫🇮,7,0,Räikkönen,fi,RAI,15,3,2005-05-08T00:00:00.000Z,10,16,2005-03-06T00:00:00.000Z,5,1,2005,2,7,Kimi,14,1979-10-17T00:00:00.000Z
133.0,alonso,19,Spain,0,2005-10-16T00:00:00.000Z,4,15,2005-10-16T00:00:00.000Z,🇪🇸,14,1,Alonso,es,ALO,16,2,2005-03-20T00:00:00.000Z,2,17,2005-03-06T00:00:00.000Z,6,0,2005,1,7,Fernando,16,1981-07-29T00:00:00.000Z
2.0,pizzonia,5,Brazil,0,,42,0,2005-10-16T00:00:00.000Z,🇧🇷,,0,Pizzonia,br,PIZ,1,2,,0,3,2005-09-04T00:00:00.000Z,0,0,2005,22,0,Antônio,1,1980-09-11T00:00:00.000Z
24.0,coulthard,19,UK,0,,14,0,2005-10-16T00:00:00.000Z,🇬🇧,,0,Coulthard,gb,COU,11,5,,0,14,2005-03-06T00:00:00.000Z,0,0,2005,12,0,David,9,1971-03-27T00:00:00.000Z
28.0,heidfeld,14,Germany,0,,2,3,2005-08-21T00:00:00.000Z,🇩🇪,,0,Heidfeld,de,HEI,6,5,,0,9,2005-03-06T00:00:00.000Z,1,0,2005,11,0,Nick,5,1977-05-10T00:00:00.000Z
3.0,friesacher,11,Austria,0,,40,0,2005-07-10T00:00:00.000Z,🇦🇹,,0,Friesacher,at,FRI,1,6,,0,5,2005-03-06T00:00:00.000Z,0,0,2005,21,0,Patrick,1,1980-09-26T00:00:00.000Z
36.0,webber,19,Australia,0,,17,1,2005-10-16T00:00:00.000Z,🇦🇺,,0,Webber,au,WEB,10,6,,0,13,2005-03-06T00:00:00.000Z,0,0,2005,10,0,Mark,10,1976-08-27T00:00:00.000Z
37.0,button,17,UK,0,,18,2,2005-10-16T00:00:00.000Z,🇬🇧,22,0,Button,gb,BUT,11,6,,0,11,2005-03-06T00:00:00.000Z,1,0,2005,9,0,Jenson,10,1980-01-19T00:00:00.000Z
38.0,barrichello,19,Brazil,0,,22,4,2005-10-16T00:00:00.000Z,🇧🇷,,0,Barrichello,br,BAR,14,2,,0,17,2005-03-06T00:00:00.000Z,0,0,2005,8,0,Rubens,8,1972-05-23T00:00:00.000Z
4.0,albers,19,Netherlands,0,,27,0,2005-10-16T00:00:00.000Z,🇳🇱,,0,Albers,nl,ALB,1,6,,0,13,2005-03-06T00:00:00.000Z,0,0,2005,19,0,Christijan,1,1979-04-16T00:00:00.000Z
4.0,rosa,1,Spain,0,,37,0,2005-04-03T00:00:00.000Z,🇪🇸,,0,de la Rosa,es,DLR,1,0,,1,1,2005-04-03T00:00:00.000Z,0,0,2005,20,0,Pedro,1,1971-02-24T00:00:00.000Z
43.0,trulli,19,Italy,0,,15,3,2005-10-16T00:00:00.000Z,🇮🇹,,0,Trulli,it,TRU,12,4,,0,15,2005-03-06T00:00:00.000Z,1,0,2005,7,0,Jarno,9,1974-07-13T00:00:00.000Z
45.0,ralf_schumacher,18,Germany,0,,23,2,2005-10-16T00:00:00.000Z,🇩🇪,,0,Schumacher,de,SCH,15,1,,1,17,2005-03-06T00:00:00.000Z,1,0,2005,6,0,Ralf,14,1975-06-30T00:00:00.000Z
5.0,karthikeyan,19,India,0,,39,0,2005-10-16T00:00:00.000Z,🇮🇳,,0,Karthikeyan,in,KAR,1,5,,0,14,2005-03-06T00:00:00.000Z,0,0,2005,18,0,Narain,1,1977-01-14T00:00:00.000Z
58.0,fisichella,19,Italy,0,2005-03-06T00:00:00.000Z,21,3,2005-10-16T00:00:00.000Z,🇮🇹,,0,Fisichella,it,FIS,12,6,2005-03-06T00:00:00.000Z,1,13,2005-03-06T00:00:00.000Z,1,0,2005,5,1,Giancarlo,11,1973-01-14T00:00:00.000Z
6.0,wurz,1,Austria,0,,25,1,2005-04-24T00:00:00.000Z,🇦🇹,,0,Wurz,at,WUR,1,0,,0,1,2005-04-24T00:00:00.000Z,0,0,2005,17,0,Alexander,1,1974-02-15T00:00:00.000Z
60.0,montoya,17,Colombia,0,2005-09-25T00:00:00.000Z,31,5,2005-10-16T00:00:00.000Z,🇨🇴,,0,Pablo Montoya,co,MON,10,6,2005-07-10T00:00:00.000Z,1,11,2005-03-06T00:00:00.000Z,2,0,2005,4,3,Juan,10,1975-09-20T00:00:00.000Z
62.0,michael_schumacher,19,Germany,0,2005-06-19T00:00:00.000Z,30,5,2005-10-16T00:00:00.000Z,🇩🇪,,0,Schumacher,de,MSC,13,6,2005-06-19T00:00:00.000Z,3,13,2005-03-06T00:00:00.000Z,1,0,2005,3,1,Michael,12,1969-01-03T00:00:00.000Z
7.0,monteiro,19,Portugal,0,,33,1,2005-10-16T00:00:00.000Z,🇵🇹,,0,Monteiro,pt,TMO,4,1,,0,18,2005-03-06T00:00:00.000Z,0,0,2005,16,0,Tiago,2,1976-07-24T00:00:00.000Z
9.0,villeneuve,19,Canada,0,,35,0,2005-10-16T00:00:00.000Z,🇨🇦,,0,Villeneuve,ca,VIL,5,4,,0,15,2005-03-06T00:00:00.000Z,0,0,2005,14,0,Jacques,3,1971-04-09T00:00:00.000Z
9.0,klien,15,Austria,0,,32,0,2005-10-16T00:00:00.000Z,🇦🇹,,0,Klien,at,KLI,9,4,,0,11,2005-03-06T00:00:00.000Z,0,0,2005,15,0,Christian,5,1983-02-07T00:00:00.000Z
