points,driverref,participations,country,did_not_start,last_win,driverid,podiums,last_race,country_flag,permanent_number,championships,surname,country_code,code,top_ten,did_not_finish,first_win,fastestlaps,races_finished,first_race,poles,subchampionships,year,standings_position,wins,forename,finished_in_points,dob
0.0,stevens,18,UK,1,,829,0,2015-11-29T00:00:00.000Z,🇬🇧,28,0,Stevens,gb,STE,0,2,,0,15,2015-03-29T00:00:00.000Z,0,0,2015,21,0,Will,0,1991-06-28T00:00:00.000Z
0.0,rossi,5,USA,0,,834,0,2015-11-15T00:00:00.000Z,🇺🇸,53,0,Rossi,us,RSS,0,0,,0,5,2015-09-20T00:00:00.000Z,0,0,2015,20,0,Alexander,0,1991-09-25T00:00:00.000Z
0.0,kevin_magnussen,1,Denmark,0,,825,0,2015-03-15T00:00:00.000Z,🇩🇰,20,0,Magnussen,dk,MAG,0,1,,0,0,2015-03-15T00:00:00.000Z,0,0,2015,22,0,Kevin,0,1992-10-05T00:00:00.000Z
0.0,merhi,13,Spain,0,,833,0,2015-11-29T00:00:00.000Z,🇪🇸,98,0,Merhi,es,MER,0,1,,0,12,2015-03-29T00:00:00.000Z,0,0,2015,19,0,Roberto,0,1991-03-22T00:00:00.000Z
11.0,alonso,18,Spain,0,,4,0,2015-11-29T00:00:00.000Z,🇪🇸,14,0,Alonso,es,ALO,2,7,,0,11,2015-03-29T00:00:00.000Z,0,0,2015,17,0,Fernando,2,1981-07-29T00:00:00.000Z
121.0,massa,19,Brazil,0,,13,2,2015-11-29T00:00:00.000Z,🇧🇷,19,0,Massa,br,MAS,13,3,,0,16,2015-03-15T00:00:00.000Z,0,0,2015,6,0,Felipe,13,1981-04-25T00:00:00.000Z
136.0,bottas,19,Finland,1,,822,2,2015-11-29T00:00:00.000Z,🇫🇮,77,0,Bottas,fi,BOT,13,1,,0,17,2015-03-15T00:00:00.000Z,0,0,2015,5,0,Valtteri,13,1989-08-28T00:00:00.000Z
150.0,raikkonen,19,Finland,0,,8,3,2015-11-29T00:00:00.000Z,🇫🇮,7,0,Räikkönen,fi,RAI,14,5,,2,14,2015-03-15T00:00:00.000Z,0,0,2015,4,0,Kimi,14,1979-10-17T00:00:00.000Z
16.0,button,19,UK,0,,18,0,2015-11-29T00:00:00.000Z,🇬🇧,22,0,Button,gb,BUT,4,6,,0,13,2015-03-15T00:00:00.000Z,0,0,2015,16,0,Jenson,4,1980-01-19T00:00:00.000Z
18.0,sainz,19,Spain,0,,832,0,2015-11-29T00:00:00.000Z,🇪🇸,55,0,Sainz,es,SAI,7,7,,0,12,2015-03-15T00:00:00.000Z,0,0,2015,15,0,Carlos,7,1994-09-01T00:00:00.000Z
27.0,nasr,19,Brazil,0,,831,0,2015-11-29T00:00:00.000Z,🇧🇷,12,0,Nasr,br,NAS,6,3,,0,16,2015-03-15T00:00:00.000Z,0,0,2015,13,0,Felipe,6,1992-08-21T00:00:00.000Z
27.0,maldonado,19,Venezuela,0,,813,0,2015-11-29T00:00:00.000Z,🇻🇪,13,0,Maldonado,ve,MAL,6,9,,0,10,2015-03-15T00:00:00.000Z,0,0,2015,14,0,Pastor,6,1985-03-09T00:00:00.000Z
278.0,vettel,19,Germany,0,2015-09-20T00:00:00.000Z,20,13,2015-11-29T00:00:00.000Z,🇩🇪,5,0,Vettel,de,VET,17,1,2015-03-29T00:00:00.000Z,1,18,2015-03-15T00:00:00.000Z,1,0,2015,3,3,Sebastian,17,1987-07-03T00:00:00.000Z
322.0,rosberg,19,Germany,0,2015-11-29T00:00:00.000Z,3,15,2015-11-29T00:00:00.000Z,🇩🇪,6,0,Rosberg,de,ROS,17,1,2015-05-10T00:00:00.000Z,5,18,2015-03-15T00:00:00.000Z,7,1,2015,2,6,Nico,17,1985-06-27T00:00:00.000Z
381.0,hamilton,19,UK,0,2015-10-25T00:00:00.000Z,1,17,2015-11-29T00:00:00.000Z,🇬🇧,44,1,Hamilton,gb,HAM,18,1,2015-03-15T00:00:00.000Z,8,18,2015-03-15T00:00:00.000Z,11,0,2015,1,10,Lewis,18,1985-01-07T00:00:00.000Z
49.0,max_verstappen,19,Netherlands,0,,830,0,2015-11-29T00:00:00.000Z,🇳🇱,33,0,Verstappen,nl,VER,10,4,,0,15,2015-03-15T00:00:00.000Z,0,0,2015,12,0,Max,10,1997-09-30T00:00:00.000Z
51.0,grosjean,19,France,0,,154,1,2015-11-29T00:00:00.000Z,🇫🇷,8,0,Grosjean,fr,GRO,10,6,,0,13,2015-03-15T00:00:00.000Z,0,0,2015,11,0,Romain,10,1986-04-17T00:00:00.000Z
58.0,hulkenberg,19,Germany,0,,807,0,2015-11-29T00:00:00.000Z,🇩🇪,27,0,Hülkenberg,de,HUL,9,6,,0,13,2015-03-15T00:00:00.000Z,0,0,2015,10,0,Nico,9,1987-08-19T00:00:00.000Z
78.0,perez,19,Mexico,0,,815,1,2015-11-29T00:00:00.000Z,🇲🇽,11,0,Pérez,mx,PER,12,1,,0,18,2015-03-15T00:00:00.000Z,0,0,2015,9,0,Sergio,12,1990-01-26T00:00:00.000Z
9.0,ericsson,19,Sweden,0,,828,0,2015-11-29T00:00:00.000Z,🇸🇪,9,0,Ericsson,se,ERI,5,3,,0,16,2015-03-15T00:00:00.000Z,0,0,2015,18,0,Marcus,5,1990-09-02T00:00:00.000Z
92.0,ricciardo,19,Australia,0,,817,2,2015-11-29T00:00:00.000Z,🇦🇺,3,0,Ricciardo,au,RIC,13,2,,3,17,2015-03-15T00:00:00.000Z,0,0,2015,8,0,Daniel,13,1989-07-01T00:00:00.000Z
95.0,kvyat,19,Russia,0,,826,1,2015-11-29T00:00:00.000Z,🇷🇺,26,0,Kvyat,ru,KVY,14,3,,0,16,2015-03-15T00:00:00.000Z,0,0,2015,7,0,Daniil,14,1994-04-26T00:00:00.000Z
