points,driverref,participations,country,did_not_start,last_win,driverid,podiums,last_race,country_flag,permanent_number,championships,surname,country_code,code,top_ten,did_not_finish,first_win,fastestlaps,races_finished,first_race,poles,subchampionships,year,standings_position,wins,forename,finished_in_points,dob
0.0,chilton,19,UK,0,,820,0,2013-11-24T00:00:00.000Z,🇬🇧,4,0,Chilton,gb,CHI,0,0,,0,19,2013-03-17T00:00:00.000Z,0,0,2013,23,0,Max,0,1991-04-21T00:00:00.000Z
0.0,garde,19,Netherlands,0,,823,0,2013-11-24T00:00:00.000Z,🇳🇱,,0,van der Garde,nl,VDG,0,3,,0,16,2013-03-17T00:00:00.000Z,0,0,2013,21,0,Giedo,0,1985-04-25T00:00:00.000Z
0.0,pic,19,France,0,,819,0,2013-11-24T00:00:00.000Z,🇫🇷,,0,Pic,fr,PIC,0,4,,0,15,2013-03-17T00:00:00.000Z,0,0,2013,20,0,Charles,0,1990-02-15T00:00:00.000Z
0.0,jules_bianchi,19,France,0,,824,0,2013-11-24T00:00:00.000Z,🇫🇷,17,0,Bianchi,fr,BIA,0,3,,0,16,2013-03-17T00:00:00.000Z,0,0,2013,19,0,Jules,0,1989-08-03T00:00:00.000Z
0.0,kovalainen,2,Finland,0,,5,0,2013-11-24T00:00:00.000Z,🇫🇮,,0,Kovalainen,fi,KOV,0,0,,0,2,2013-11-17T00:00:00.000Z,0,0,2013,22,0,Heikki,0,1981-10-19T00:00:00.000Z
1.0,maldonado,19,Venezuela,0,,813,0,2013-11-24T00:00:00.000Z,🇻🇪,13,0,Maldonado,ve,MAL,1,3,,0,16,2013-03-17T00:00:00.000Z,0,0,2013,18,0,Pastor,1,1985-03-09T00:00:00.000Z
112.0,massa,19,Brazil,0,,13,1,2013-11-24T00:00:00.000Z,🇧🇷,19,0,Massa,br,MAS,15,2,,0,17,2013-03-17T00:00:00.000Z,0,0,2013,8,0,Felipe,15,1981-04-25T00:00:00.000Z
13.0,vergne,19,France,0,,818,0,2013-11-24T00:00:00.000Z,🇫🇷,25,0,Vergne,fr,VER,3,4,,0,15,2013-03-17T00:00:00.000Z,0,0,2013,15,0,Jean-Éric,3,1990-04-25T00:00:00.000Z
132.0,grosjean,19,France,0,,154,6,2013-11-24T00:00:00.000Z,🇫🇷,8,0,Grosjean,fr,GRO,13,3,,0,16,2013-03-17T00:00:00.000Z,0,0,2013,7,0,Romain,13,1986-04-17T00:00:00.000Z
171.0,rosberg,19,Germany,0,2013-06-30T00:00:00.000Z,3,4,2013-11-24T00:00:00.000Z,🇩🇪,6,0,Rosberg,de,ROS,16,2,2013-05-26T00:00:00.000Z,0,17,2013-03-17T00:00:00.000Z,3,0,2013,6,2,Nico,16,1985-06-27T00:00:00.000Z
183.0,raikkonen,17,Finland,0,2013-03-17T00:00:00.000Z,8,8,2013-11-03T00:00:00.000Z,🇫🇮,7,0,Räikkönen,fi,RAI,14,2,2013-03-17T00:00:00.000Z,2,15,2013-03-17T00:00:00.000Z,0,0,2013,5,1,Kimi,14,1979-10-17T00:00:00.000Z
189.0,hamilton,19,UK,0,2013-07-28T00:00:00.000Z,1,5,2013-11-24T00:00:00.000Z,🇬🇧,44,0,Hamilton,gb,HAM,17,1,2013-07-28T00:00:00.000Z,1,18,2013-03-17T00:00:00.000Z,5,0,2013,4,1,Lewis,17,1985-01-07T00:00:00.000Z
199.0,webber,19,Australia,0,,17,8,2013-11-24T00:00:00.000Z,🇦🇺,,0,Webber,au,WEB,15,3,,5,16,2013-03-17T00:00:00.000Z,2,0,2013,3,0,Mark,15,1976-08-27T00:00:00.000Z
20.0,ricciardo,19,Australia,0,,817,0,2013-11-24T00:00:00.000Z,🇦🇺,3,0,Ricciardo,au,RIC,7,3,,0,16,2013-03-17T00:00:00.000Z,0,0,2013,14,0,Daniel,7,1989-07-01T00:00:00.000Z
242.0,alonso,19,Spain,0,2013-05-12T00:00:00.000Z,4,9,2013-11-24T00:00:00.000Z,🇪🇸,14,0,Alonso,es,ALO,17,1,2013-04-14T00:00:00.000Z,2,18,2013-03-17T00:00:00.000Z,0,1,2013,2,2,Fernando,17,1981-07-29T00:00:00.000Z
29.0,sutil,19,Germany,0,,16,0,2013-11-24T00:00:00.000Z,🇩🇪,99,0,Sutil,de,SUT,8,4,,0,15,2013-03-17T00:00:00.000Z,0,0,2013,13,0,Adrian,8,1983-01-11T00:00:00.000Z
397.0,vettel,19,Germany,0,2013-11-24T00:00:00.000Z,20,16,2013-11-24T00:00:00.000Z,🇩🇪,5,1,Vettel,de,VET,18,1,2013-03-24T00:00:00.000Z,7,18,2013-03-17T00:00:00.000Z,9,0,2013,1,13,Sebastian,18,1987-07-03T00:00:00.000Z
4.0,bottas,19,Finland,0,,822,0,2013-11-24T00:00:00.000Z,🇫🇮,77,0,Bottas,fi,BOT,1,2,,0,17,2013-03-17T00:00:00.000Z,0,0,2013,17,0,Valtteri,1,1989-08-28T00:00:00.000Z
48.0,resta,19,UK,0,,814,0,2013-11-24T00:00:00.000Z,🇬🇧,,0,di Resta,gb,DIR,9,4,,0,15,2013-03-17T00:00:00.000Z,0,0,2013,12,0,Paul,9,1986-04-16T00:00:00.000Z
49.0,perez,19,Mexico,0,,815,0,2013-11-24T00:00:00.000Z,🇲🇽,11,0,Pérez,mx,PER,11,0,,1,19,2013-03-17T00:00:00.000Z,0,0,2013,11,0,Sergio,11,1990-01-26T00:00:00.000Z
51.0,hulkenberg,19,Germany,0,,807,0,2013-11-24T00:00:00.000Z,🇩🇪,27,0,Hülkenberg,de,HUL,10,2,,0,17,2013-03-17T00:00:00.000Z,0,0,2013,10,0,Nico,10,1987-08-19T00:00:00.000Z
6.0,gutierrez,19,Mexico,0,,821,0,2013-11-24T00:00:00.000Z,🇲🇽,21,0,Gutiérrez,mx,GUT,1,2,,1,17,2013-03-17T00:00:00.000Z,0,0,2013,16,0,Esteban,1,1991-08-05T00:00:00.000Z
73.0,button,19,UK,0,,18,0,2013-11-24T00:00:00.000Z,🇬🇧,22,0,Button,gb,BUT,14,0,,0,19,2013-03-17T00:00:00.000Z,0,0,2013,9,0,Jenson,14,1980-01-19T00:00:00.000Z
