points,driverref,participations,country,did_not_start,last_win,driverid,podiums,last_race,country_flag,permanent_number,championships,surname,country_code,code,top_ten,did_not_finish,first_win,fastestlaps,races_finished,first_race,poles,subchampionships,year,standings_position,wins,forename,finished_in_points,dob
0.0,holland,1,USA,0,,701,0,1953-05-30T00:00:00.000Z,🇺🇸,,0,Holland,us,,0,0,,0,1,1953-05-30T00:00:00.000Z,0,0,1953,63,0,Bill,0,1907-12-18T00:00:00.000Z
0.0,holmes,1,USA,0,,797,0,1953-05-30T00:00:00.000Z,🇺🇸,,0,Holmes,us,,0,1,,0,0,1953-05-30T00:00:00.000Z,0,0,1953,86,0,Jackie,0,1920-09-04T00:00:00.000Z
0.0,wharton,5,UK,0,,663,0,1953-09-13T00:00:00.000Z,🇬🇧,,0,Wharton,gb,,2,3,,0,2,1953-06-07T00:00:00.000Z,0,0,1953,26,0,Ken,0,1916-03-21T00:00:00.000Z
0.0,helfrich,1,Germany,0,,692,0,1953-08-02T00:00:00.000Z,🇩🇪,,0,Helfrich,de,,0,0,,0,1,1953-08-02T00:00:00.000Z,0,0,1953,55,0,Theo,0,1913-05-13T00:00:00.000Z
0.0,webb,1,USA,0,,677,0,1953-05-30T00:00:00.000Z,🇺🇸,,0,Webb,us,,0,1,,0,0,1953-05-30T00:00:00.000Z,0,0,1953,87,0,Travis,0,1910-10-08T00:00:00.000Z
0.0,adolff,1,Germany,0,,714,0,1953-08-02T00:00:00.000Z,🇩🇪,,0,Adolff,de,,0,1,,0,0,1953-08-02T00:00:00.000Z,0,0,1953,103,0,Kurt,0,1921-11-05T00:00:00.000Z
0.0,hirt,1,Switzerland,0,,721,0,1953-08-23T00:00:00.000Z,🇨🇭,,0,Hirt,ch,,0,1,,0,0,1953-08-23T00:00:00.000Z,0,0,1953,80,0,Peter,0,1910-03-30T00:00:00.000Z
0.0,alan_brown,4,UK,0,,689,0,1953-09-13T00:00:00.000Z,🇬🇧,,0,Brown,gb,,1,2,,0,2,1953-01-18T00:00:00.000Z,0,0,1953,38,0,Alan,0,1919-11-20T00:00:00.000Z
0.0,andre_pilette,1,Belgium,0,,429,0,1953-06-21T00:00:00.000Z,🇧🇪,,0,Pilette,be,,0,0,,0,1,1953-06-21T00:00:00.000Z,0,0,1953,52,0,André,0,1918-10-06T00:00:00.000Z
0.0,ayulo,1,USA,0,,675,0,1953-05-30T00:00:00.000Z,🇺🇸,,0,Ayulo,us,,0,0,,0,1,1953-05-30T00:00:00.000Z,0,0,1953,58,0,Manny,0,1921-10-20T00:00:00.000Z
0.0,bauer,1,Germany,0,,716,0,1953-08-02T00:00:00.000Z,🇩🇪,,0,Bauer,de,,0,1,,0,0,1953-08-02T00:00:00.000Z,0,0,1953,107,0,Erwin,0,1912-07-17T00:00:00.000Z
0.0,bayol,2,France,0,,625,0,1953-09-13T00:00:00.000Z,🇫🇷,,0,Bayol,fr,,0,2,,0,0,1953-07-05T00:00:00.000Z,0,0,1953,83,0,Élie,0,1914-02-28T00:00:00.000Z
0.0,bechem,1,Germany,0,,715,0,1953-08-02T00:00:00.000Z,🇩🇪,,0,Bechem,de,,0,1,,0,0,1953-08-02T00:00:00.000Z,0,0,1953,105,0,Günther,0,1921-12-21T00:00:00.000Z
