points,driverref,participations,country,did_not_start,last_win,driverid,podiums,last_race,country_flag,permanent_number,championships,surname,country_code,code,top_ten,did_not_finish,first_win,fastestlaps,races_finished,first_race,poles,subchampionships,year,standings_position,wins,forename,finished_in_points,dob
0.0,james,1,USA,0,,728,0,1951-05-30T00:00:00.000Z,🇺🇸,,0,James,us,,0,1,,0,0,1951-05-30T00:00:00.000Z,0,0,1951,84,0,Joe,0,1925-05-23T00:00:00.000Z
0.0,john_james,1,UK,0,,779,0,1951-07-14T00:00:00.000Z,🇬🇧,,0,James,gb,,0,1,,0,0,1951-07-14T00:00:00.000Z,0,0,1951,64,0,John,0,1914-05-10T00:00:00.000Z
0.0,ward,1,USA,0,,449,0,1951-05-30T00:00:00.000Z,🇺🇸,,0,Ward,us,,0,1,,0,0,1951-05-30T00:00:00.000Z,0,0,1951,78,0,Rodger,0,1921-01-10T00:00:00.000Z
0.0,hanks,1,USA,0,,611,0,1951-05-30T00:00:00.000Z,🇺🇸,,0,Hanks,us,,0,1,,0,0,1951-05-30T00:00:00.000Z,0,0,1951,47,0,Sam,0,1914-07-13T00:00:00.000Z
0.0,shawe_taylor,1,UK,0,,778,0,1951-07-14T00:00:00.000Z,🇬🇧,,0,Shawe Taylor,gb,,1,0,,0,1,1951-07-14T00:00:00.000Z,0,0,1951,34,0,Brian,0,1915-01-28T00:00:00.000Z
0.0,walt_brown,1,USA,0,,771,0,1951-05-30T00:00:00.000Z,🇺🇸,,0,Brown,us,,0,1,,0,0,1951-05-30T00:00:00.000Z,0,0,1951,77,0,Walt,0,1911-12-30T00:00:00.000Z
0.0,abecassis,1,UK,0,,725,0,1951-05-27T00:00:00.000Z,🇬🇧,,0,Abecassis,gb,,0,1,,0,0,1951-05-27T00:00:00.000Z,0,0,1951,57,0,George,0,1913-03-21T00:00:00.000Z
0.0,agabashian,1,USA,0,,615,0,1951-05-30T00:00:00.000Z,🇺🇸,,0,Agabashian,us,,0,1,,0,0,1951-05-30T00:00:00.000Z,0,0,1951,58,0,Fred,0,1913-08-21T00:00:00.000Z
0.0,andre_pilette,1,Belgium,0,,429,0,1951-06-17T00:00:00.000Z,🇧🇪,,0,Pilette,be,,1,0,,0,1,1951-06-17T00:00:00.000Z,0,0,1951,24,0,André,0,1918-10-06T00:00:00.000Z
0.0,hirt,1,Switzerland,0,,721,0,1951-05-27T00:00:00.000Z,🇨🇭,,0,Hirt,ch,,0,1,,0,0,1951-05-27T00:00:00.000Z,0,0,1951,69,0,Peter,0,1910-03-30T00:00:00.000Z
