points,driverref,participations,country,did_not_start,last_win,driverid,podiums,last_race,country_flag,permanent_number,championships,surname,country_code,code,top_ten,did_not_finish,first_win,fastestlaps,races_finished,first_race,poles,subchampionships,year,standings_position,wins,forename,finished_in_points,dob
0.0,yoong,13,Malaysia,1,,62,0,2002-10-13T00:00:00.000Z,🇲🇾,,0,Yoong,my,,2,7,,0,5,2002-03-03T00:00:00.000Z,0,0,2002,20,0,Alex,0,1976-07-20T00:00:00.000Z
0.0,rosa,17,Spain,0,,37,0,2002-10-13T00:00:00.000Z,🇪🇸,,0,de la Rosa,es,DLR,6,9,,0,8,2002-03-03T00:00:00.000Z,0,0,2002,21,0,Pedro,0,1971-02-24T00:00:00.000Z
0.0,mcnish,17,UK,0,,66,0,2002-10-13T00:00:00.000Z,🇬🇧,,0,McNish,gb,,4,9,,0,8,2002-03-03T00:00:00.000Z,0,0,2002,19,0,Allan,0,1969-12-29T00:00:00.000Z
0.0,davidson,2,UK,0,,19,0,2002-09-01T00:00:00.000Z,🇬🇧,,0,Davidson,gb,DAV,0,2,,0,0,2002-08-18T00:00:00.000Z,0,0,2002,,0,Anthony,0,1979-04-18T00:00:00.000Z
0.0,bernoldi,12,Brazil,1,,59,0,2002-07-28T00:00:00.000Z,🇧🇷,,0,Bernoldi,br,,0,9,,0,2,2002-03-03T00:00:00.000Z,0,0,2002,22,0,Enrique,0,1978-10-19T00:00:00.000Z
14.0,button,17,UK,0,,18,0,2002-10-13T00:00:00.000Z,🇬🇧,22,0,Button,gb,BUT,9,5,,0,12,2002-03-03T00:00:00.000Z,0,0,2002,7,0,Jenson,7,1980-01-19T00:00:00.000Z
144.0,michael_schumacher,17,Germany,0,2002-10-13T00:00:00.000Z,30,17,2002-10-13T00:00:00.000Z,🇩🇪,,1,Schumacher,de,MSC,17,0,2002-03-03T00:00:00.000Z,0,17,2002-03-03T00:00:00.000Z,7,0,2002,1,11,Michael,17,1969-01-03T00:00:00.000Z
2.0,frentzen,13,Germany,1,,49,0,2002-09-29T00:00:00.000Z,🇩🇪,,0,Frentzen,de,,2,5,,0,7,2002-03-03T00:00:00.000Z,0,0,2002,18,0,Heinz-Harald,2,1967-05-18T00:00:00.000Z
2.0,salo,17,Finland,0,,63,0,2002-10-13T00:00:00.000Z,🇫🇮,,0,Salo,fi,,7,6,,0,11,2002-03-03T00:00:00.000Z,0,0,2002,17,0,Mika,2,1966-11-30T00:00:00.000Z
2.0,sato,17,Japan,0,,11,0,2002-10-13T00:00:00.000Z,🇯🇵,,0,Sato,jp,SAT,6,7,,0,10,2002-03-03T00:00:00.000Z,0,0,2002,15,0,Takuma,1,1977-01-28T00:00:00.000Z
