points,driverref,participations,country,did_not_start,last_win,driverid,podiums,last_race,country_flag,permanent_number,championships,surname,country_code,code,top_ten,did_not_finish,first_win,fastestlaps,races_finished,first_race,poles,subchampionships,year,standings_position,wins,forename,finished_in_points,dob
0.0,guelfi,1,France,0,,603,0,1958-10-19T00:00:00.000Z,🇫🇷,,0,Guelfi,fr,,0,0,,0,1,1958-10-19T00:00:00.000Z,0,0,1958,49,0,André,0,1919-05-06T00:00:00.000Z
0.0,weyant,1,USA,0,,563,0,1958-05-30T00:00:00.000Z,🇺🇸,,0,Weyant,us,,0,1,,0,0,1958-05-30T00:00:00.000Z,0,0,1958,74,0,Chuck,0,1923-04-03T00:00:00.000Z
0.0,ward,1,USA,0,,449,0,1958-05-30T00:00:00.000Z,🇺🇸,,0,Ward,us,,0,1,,0,0,1958-05-30T00:00:00.000Z,0,0,1958,66,0,Rodger,0,1921-01-10T00:00:00.000Z
0.0,gibson,1,UK,0,,601,0,1958-08-03T00:00:00.000Z,🇬🇧,,0,Gibson,gb,,0,1,,0,0,1958-08-03T00:00:00.000Z,0,0,1958,69,0,Dick,0,1918-04-16T00:00:00.000Z
0.0,veith,1,USA,0,,514,0,1958-05-30T00:00:00.000Z,🇺🇸,,0,Veith,us,,0,1,,0,0,1958-05-30T00:00:00.000Z,0,0,1958,77,0,Bob,0,1926-11-01T00:00:00.000Z
0.0,gerini,5,Italy,1,,583,0,1958-10-19T00:00:00.000Z,🇮🇹,,0,Gerini,it,,1,2,,0,2,1958-05-18T00:00:00.000Z,0,0,1958,36,0,Gerino,0,1928-08-10T00:00:00.000Z
0.0,turner,1,USA,0,,562,0,1958-05-30T00:00:00.000Z,🇺🇸,,0,Turner,us,,0,1,,0,0,1958-05-30T00:00:00.000Z,0,0,1958,76,0,Jack,0,1920-02-12T00:00:00.000Z
0.0,barth,1,Germany,0,,431,0,1958-08-03T00:00:00.000Z,🇩🇪,,0,Barth,de,,1,0,,0,1,1958-08-03T00:00:00.000Z,0,0,1958,27,0,Edgar,0,1917-01-26T00:00:00.000Z
0.0,beaufort,2,Netherlands,0,,430,0,1958-08-03T00:00:00.000Z,🇳🇱,,0,de Beaufort,nl,,0,1,,0,1,1958-05-26T00:00:00.000Z,0,0,1958,44,0,Carel Godin,0,1934-04-10T00:00:00.000Z
0.0,tolan,1,USA,0,,594,0,1958-05-30T00:00:00.000Z,🇺🇸,,0,Tolan,us,,0,0,,0,1,1958-05-30T00:00:00.000Z,0,0,1958,47,0,Johnnie,0,1917-10-22T00:00:00.000Z
0.0,reece,1,USA,0,,592,0,1958-05-30T00:00:00.000Z,🇺🇸,,0,Reece,us,,1,0,,0,1,1958-05-30T00:00:00.000Z,0,0,1958,28,0,Jimmy,0,1929-11-17T00:00:00.000Z
0.0,godia,4,Spain,1,,580,0,1958-07-06T00:00:00.000Z,🇪🇸,,0,Godia,es,,1,2,,0,1,1958-01-19T00:00:00.000Z,0,0,1958,32,0,Paco,0,1921-03-21T00:00:00.000Z
0.0,templeman,1,USA,0,,523,0,1958-05-30T00:00:00.000Z,🇺🇸,,0,Templeman,us,,0,1,,0,0,1958-05-30T00:00:00.000Z,0,0,1958,64,0,Shorty,0,1919-08-12T00:00:00.000Z
0.0,bisch,1,USA,0,,599,0,1958-05-30T00:00:00.000Z,🇺🇸,,0,Bisch,us,,0,1,,0,0,1958-05-30T00:00:00.000Z,0,0,1958,87,0,Art,0,1926-11-10T00:00:00.000Z
0.0,testut,1,Monaco,1,,553,0,1958-05-18T00:00:00.000Z,🇲🇨,,0,Testut,mc,,0,0,,0,0,1958-05-18T00:00:00.000Z,0,0,1958,72,0,André,0,1926-04-13T00:00:00.000Z
0.0,thomson,1,USA,0,,512,0,1958-05-30T00:00:00.000Z,🇺🇸,,0,Thomson,us,,0,1,,0,0,1958-05-30T00:00:00.000Z,0,0,1958,73,0,Johnny,0,1922-04-09T00:00:00.000Z
0.0,cabianca,2,Italy,1,,543,0,1958-09-07T00:00:00.000Z,🇮🇹,,0,Cabianca,it,,0,1,,0,0,1958-05-18T00:00:00.000Z,0,0,1958,50,0,Giulio,0,1923-02-19T00:00:00.000Z
0.0,cheesbourg,1,USA,0,,560,0,1958-05-30T00:00:00.000Z,🇺🇸,,0,Cheesbourg,us,,1,0,,0,1,1958-05-30T00:00:00.000Z,0,0,1958,42,0,Bill,0,1927-06-12T00:00:00.000Z
0.0,chiron,1,Monaco,1,,589,0,1958-05-18T00:00:00.000Z,🇲🇨,,0,Chiron,mc,,0,0,,0,0,1958-05-18T00:00:00.000Z,0,0,1958,83,0,Louis,0,1899-08-03T00:00:00.000Z
0.0,bridger,1,UK,0,,605,0,1958-10-19T00:00:00.000Z,🇬🇧,,0,Bridger,gb,,0,1,,0,0,1958-10-19T00:00:00.000Z,0,0,1958,63,0,Tom,0,1934-06-24T00:00:00.000Z
0.0,bueb,2,UK,0,,549,0,1958-08-03T00:00:00.000Z,🇬🇧,,0,Bueb,gb,,0,1,,0,1,1958-07-19T00:00:00.000Z,0,0,1958,43,0,Ivor,0,1923-06-06T00:00:00.000Z
0.0,dempsey_wilson,1,USA,0,,539,0,1958-05-30T00:00:00.000Z,🇺🇸,,0,Wilson,us,,0,1,,0,0,1958-05-30T00:00:00.000Z,0,0,1958,54,0,Dempsey,0,1927-03-11T00:00:00.000Z
0.0,burgess,2,UK,0,,437,0,1958-08-03T00:00:00.000Z,🇬🇧,,0,Burgess,gb,,1,1,,0,1,1958-07-19T00:00:00.000Z,0,0,1958,29,0,Ian,0,1930-07-06T00:00:00.000Z
0.0,ecclestone,1,UK,1,,587,0,1958-05-18T00:00:00.000Z,🇬🇧,,0,Ecclestone,gb,,0,0,,0,0,1958-05-18T00:00:00.000Z,0,0,1958,79,0,Bernie,0,1930-10-28T00:00:00.000Z
0.0,elisian,1,USA,0,,596,0,1958-05-30T00:00:00.000Z,🇺🇸,,0,Elisian,us,,0,1,,0,0,1958-05-30T00:00:00.000Z,0,0,1958,80,0,Ed,0,1926-12-09T00:00:00.000Z
0.0,emery,1,UK,1,,585,0,1958-05-18T00:00:00.000Z,🇬🇧,,0,Emery,gb,,0,0,,0,0,1958-05-18T00:00:00.000Z,0,0,1958,67,0,Paul,0,1916-11-12T00:00:00.000Z
