points,driverref,participations,country,did_not_start,last_win,driverid,podiums,last_race,country_flag,permanent_number,championships,surname,country_code,code,top_ten,did_not_finish,first_win,fastestlaps,races_finished,first_race,poles,subchampionships,year,standings_position,wins,forename,finished_in_points,dob
0.0,verstappen,16,Netherlands,0,,50,0,2003-10-12T00:00:00.000Z,🇳🇱,,0,Verstappen,nl,,2,6,,0,10,2003-03-09T00:00:00.000Z,0,0,2003,22,0,Jos,0,1972-03-04T00:00:00.000Z
0.0,pizzonia,11,Brazil,0,,42,0,2003-07-20T00:00:00.000Z,🇧🇷,,0,Pizzonia,br,PIZ,4,6,,0,5,2003-03-09T00:00:00.000Z,0,0,2003,21,0,Antônio,0,1980-09-11T00:00:00.000Z
0.0,kiesa,5,Denmark,0,,53,0,2003-10-12T00:00:00.000Z,🇩🇰,,0,Kiesa,dk,,0,0,,0,5,2003-08-03T00:00:00.000Z,0,0,2003,23,0,Nicolas,0,1978-03-03T00:00:00.000Z
0.0,baumgartner,2,Hungary,0,,47,0,2003-09-14T00:00:00.000Z,🇭🇺,,0,Baumgartner,hu,,0,1,,0,1,2003-08-24T00:00:00.000Z,0,0,2003,24,0,Zsolt,0,1981-01-01T00:00:00.000Z
1.0,wilson,16,UK,0,,51,0,2003-10-12T00:00:00.000Z,🇬🇧,,0,Wilson,gb,,1,9,,0,7,2003-03-09T00:00:00.000Z,0,0,2003,20,0,Justin,1,1978-07-31T00:00:00.000Z
1.0,firman,14,Ireland,0,,52,0,2003-10-12T00:00:00.000Z,🇮🇪,,0,Firman,ie,,2,6,,0,8,2003-03-09T00:00:00.000Z,0,0,2003,19,0,Ralph,1,1975-05-20T00:00:00.000Z
10.0,matta,16,Brazil,0,,43,0,2003-10-12T00:00:00.000Z,🇧🇷,,0,da Matta,br,,8,3,,0,13,2003-03-09T00:00:00.000Z,0,0,2003,13,0,Cristiano,4,1973-09-19T00:00:00.000Z
12.0,fisichella,16,Italy,0,2003-04-06T00:00:00.000Z,21,1,2003-10-12T00:00:00.000Z,🇮🇹,,0,Fisichella,it,FIS,4,9,2003-04-06T00:00:00.000Z,0,7,2003-03-09T00:00:00.000Z,0,0,2003,12,1,Giancarlo,2,1973-01-14T00:00:00.000Z
13.0,frentzen,16,Germany,0,,49,1,2003-10-12T00:00:00.000Z,🇩🇪,,0,Frentzen,de,,5,7,,0,9,2003-03-09T00:00:00.000Z,0,0,2003,11,0,Heinz-Harald,3,1967-05-18T00:00:00.000Z
17.0,button,16,UK,0,,18,0,2003-10-12T00:00:00.000Z,🇬🇧,22,0,Button,gb,BUT,10,6,,0,10,2003-03-09T00:00:00.000Z,0,0,2003,9,0,Jenson,7,1980-01-19T00:00:00.000Z
17.0,webber,16,Australia,0,,17,0,2003-10-12T00:00:00.000Z,🇦🇺,,0,Webber,au,WEB,8,5,,0,11,2003-03-09T00:00:00.000Z,0,0,2003,10,0,Mark,7,1976-08-27T00:00:00.000Z
3.0,sato,1,Japan,0,,11,0,2003-10-12T00:00:00.000Z,🇯🇵,,0,Sato,jp,SAT,1,0,,0,1,2003-10-12T00:00:00.000Z,0,0,2003,18,0,Takuma,1,1977-01-28T00:00:00.000Z
33.0,trulli,16,Italy,0,,15,1,2003-10-12T00:00:00.000Z,🇮🇹,,0,Trulli,it,TRU,10,5,,0,11,2003-03-09T00:00:00.000Z,0,0,2003,8,0,Jarno,10,1974-07-13T00:00:00.000Z
4.0,gene,1,Spain,0,,48,0,2003-09-14T00:00:00.000Z,🇪🇸,,0,Gené,es,,1,0,,0,1,2003-09-14T00:00:00.000Z,0,0,2003,17,0,Marc,1,1974-03-29T00:00:00.000Z
51.0,coulthard,16,UK,0,2003-03-09T00:00:00.000Z,14,3,2003-10-12T00:00:00.000Z,🇬🇧,,0,Coulthard,gb,COU,10,5,2003-03-09T00:00:00.000Z,0,11,2003-03-09T00:00:00.000Z,0,0,2003,7,1,David,10,1971-03-27T00:00:00.000Z
55.0,alonso,16,Spain,0,2003-08-24T00:00:00.000Z,4,4,2003-10-12T00:00:00.000Z,🇪🇸,14,0,Alonso,es,ALO,11,5,2003-08-24T00:00:00.000Z,0,11,2003-03-09T00:00:00.000Z,2,0,2003,6,1,Fernando,11,1981-07-29T00:00:00.000Z
58.0,ralf_schumacher,15,Germany,0,2003-07-06T00:00:00.000Z,23,3,2003-10-12T00:00:00.000Z,🇩🇪,,0,Schumacher,de,SCH,12,2,2003-06-29T00:00:00.000Z,0,13,2003-03-09T00:00:00.000Z,3,0,2003,5,2,Ralf,11,1975-06-30T00:00:00.000Z
6.0,heidfeld,16,Germany,0,,2,0,2003-10-12T00:00:00.000Z,🇩🇪,,0,Heidfeld,de,HEI,9,4,,0,12,2003-03-09T00:00:00.000Z,0,0,2003,14,0,Nick,3,1977-05-10T00:00:00.000Z
6.0,panis,16,France,0,,44,0,2003-10-12T00:00:00.000Z,🇫🇷,,0,Panis,fr,,5,9,,0,7,2003-03-09T00:00:00.000Z,0,0,2003,15,0,Olivier,3,1966-09-02T00:00:00.000Z
6.0,villeneuve,15,Canada,0,,35,0,2003-09-28T00:00:00.000Z,🇨🇦,,0,Villeneuve,ca,VIL,6,8,,0,7,2003-03-09T00:00:00.000Z,0,0,2003,16,0,Jacques,2,1971-04-09T00:00:00.000Z
65.0,barrichello,16,Brazil,0,2003-10-12T00:00:00.000Z,22,8,2003-10-12T00:00:00.000Z,🇧🇷,,0,Barrichello,br,BAR,11,5,2003-07-20T00:00:00.000Z,0,11,2003-03-09T00:00:00.000Z,3,0,2003,4,2,Rubens,11,1972-05-23T00:00:00.000Z
82.0,montoya,16,Colombia,0,2003-08-03T00:00:00.000Z,31,9,2003-10-12T00:00:00.000Z,🇨🇴,,0,Pablo Montoya,co,MON,12,3,2003-06-01T00:00:00.000Z,0,13,2003-03-09T00:00:00.000Z,1,0,2003,3,2,Juan,12,1975-09-20T00:00:00.000Z
