points,driverref,participations,country,did_not_start,last_win,driverid,podiums,last_race,country_flag,permanent_number,championships,surname,country_code,code,top_ten,did_not_finish,first_win,fastestlaps,races_finished,first_race,poles,subchampionships,year,standings_position,wins,forename,finished_in_points,dob
0.0,piquet_jr,10,Brazil,0,,12,0,2009-07-26T00:00:00.000Z,🇧🇷,,0,Piquet Jr.,br,PIQ,1,2,,0,8,2009-03-29T00:00:00.000Z,0,0,2009,21,0,Nelson,0,1985-07-25T00:00:00.000Z
0.0,nakajima,17,Japan,0,,6,0,2009-11-01T00:00:00.000Z,🇯🇵,,0,Nakajima,jp,NAK,3,4,,0,13,2009-03-29T00:00:00.000Z,0,0,2009,20,0,Kazuki,0,1985-01-11T00:00:00.000Z
0.0,liuzzi,5,Italy,0,,24,0,2009-11-01T00:00:00.000Z,🇮🇹,,0,Liuzzi,it,LIU,0,1,,0,4,2009-09-13T00:00:00.000Z,0,0,2009,22,0,Vitantonio,0,1980-08-06T00:00:00.000Z
0.0,alguersuari,8,Spain,0,,153,0,2009-11-01T00:00:00.000Z,🇪🇸,,0,Alguersuari,es,ALG,0,5,,0,3,2009-07-26T00:00:00.000Z,0,0,2009,24,0,Jaime,0,1990-03-23T00:00:00.000Z
0.0,badoer,2,Italy,0,,69,0,2009-08-30T00:00:00.000Z,🇮🇹,,0,Badoer,it,BAD,0,0,,0,2,2009-08-23T00:00:00.000Z,0,0,2009,25,0,Luca,0,1971-01-25T00:00:00.000Z
0.0,grosjean,7,France,0,,154,0,2009-11-01T00:00:00.000Z,🇫🇷,8,0,Grosjean,fr,GRO,0,2,,0,5,2009-08-23T00:00:00.000Z,0,0,2009,23,0,Romain,0,1986-04-17T00:00:00.000Z
17.0,kubica,17,Poland,0,,9,1,2009-11-01T00:00:00.000Z,🇵🇱,,0,Kubica,pl,KUB,7,3,,0,14,2009-03-29T00:00:00.000Z,0,0,2009,14,0,Robert,5,1984-12-07T00:00:00.000Z
19.0,heidfeld,17,Germany,0,,2,1,2009-11-01T00:00:00.000Z,🇩🇪,,0,Heidfeld,de,HEI,8,2,,0,15,2009-03-29T00:00:00.000Z,0,0,2009,13,0,Nick,6,1977-05-10T00:00:00.000Z
2.0,bourdais,9,France,0,,7,0,2009-07-12T00:00:00.000Z,🇫🇷,,0,Bourdais,fr,BOU,3,3,,0,6,2009-03-29T00:00:00.000Z,0,0,2009,19,0,Sébastien,2,1979-02-28T00:00:00.000Z
22.0,massa,10,Brazil,1,,13,1,2009-07-26T00:00:00.000Z,🇧🇷,19,0,Massa,br,MAS,6,2,,1,7,2009-03-29T00:00:00.000Z,0,0,2009,11,0,Felipe,5,1981-04-25T00:00:00.000Z
22.0,kovalainen,17,Finland,0,,5,0,2009-11-01T00:00:00.000Z,🇫🇮,,0,Kovalainen,fi,KOV,8,5,,0,12,2009-03-29T00:00:00.000Z,0,0,2009,12,0,Heikki,7,1981-10-19T00:00:00.000Z
24.0,glock,15,Germany,0,,10,2,2009-10-04T00:00:00.000Z,🇩🇪,,0,Glock,de,GLO,12,1,,1,14,2009-03-29T00:00:00.000Z,0,0,2009,10,0,Timo,7,1982-03-18T00:00:00.000Z
26.0,alonso,17,Spain,0,,4,1,2009-11-01T00:00:00.000Z,🇪🇸,14,0,Alonso,es,ALO,11,3,,2,14,2009-03-29T00:00:00.000Z,1,0,2009,9,0,Fernando,8,1981-07-29T00:00:00.000Z
3.0,kobayashi,2,Japan,0,,155,0,2009-11-01T00:00:00.000Z,🇯🇵,10,0,Kobayashi,jp,KOB,2,0,,0,2,2009-10-18T00:00:00.000Z,0,0,2009,18,0,Kamui,1,1986-09-13T00:00:00.000Z
32.5,trulli,17,Italy,0,,15,3,2009-11-01T00:00:00.000Z,🇮🇹,,0,Trulli,it,TRU,8,4,,1,13,2009-03-29T00:00:00.000Z,1,0,2009,8,0,Jarno,8,1974-07-13T00:00:00.000Z
34.5,rosberg,17,Germany,0,,3,0,2009-11-01T00:00:00.000Z,🇩🇪,6,0,Rosberg,de,ROS,13,1,,1,16,2009-03-29T00:00:00.000Z,0,0,2009,7,0,Nico,11,1985-06-27T00:00:00.000Z
48.0,raikkonen,17,Finland,0,2009-08-30T00:00:00.000Z,8,5,2009-11-01T00:00:00.000Z,🇫🇮,7,0,Räikkönen,fi,RAI,12,2,2009-08-30T00:00:00.000Z,0,15,2009-03-29T00:00:00.000Z,0,0,2009,6,1,Kimi,9,1979-10-17T00:00:00.000Z
49.0,hamilton,17,UK,0,2009-09-27T00:00:00.000Z,1,5,2009-11-01T00:00:00.000Z,🇬🇧,44,0,Hamilton,gb,HAM,9,3,2009-07-26T00:00:00.000Z,0,14,2009-03-29T00:00:00.000Z,4,0,2009,5,2,Lewis,8,1985-01-07T00:00:00.000Z
5.0,sutil,17,Germany,0,,16,0,2009-11-01T00:00:00.000Z,🇩🇪,99,0,Sutil,de,SUT,3,4,,1,13,2009-03-29T00:00:00.000Z,0,0,2009,17,0,Adrian,1,1983-01-11T00:00:00.000Z
6.0,buemi,17,Switzerland,0,,67,0,2009-11-01T00:00:00.000Z,🇨🇭,,0,Buemi,ch,BUE,4,5,,0,12,2009-03-29T00:00:00.000Z,0,0,2009,16,0,Sébastien,4,1988-10-31T00:00:00.000Z
69.5,webber,17,Australia,0,2009-10-18T00:00:00.000Z,17,8,2009-11-01T00:00:00.000Z,🇦🇺,,0,Webber,au,WEB,12,2,2009-07-12T00:00:00.000Z,3,15,2009-03-29T00:00:00.000Z,1,0,2009,4,2,Mark,10,1976-08-27T00:00:00.000Z
77.0,barrichello,17,Brazil,0,2009-09-13T00:00:00.000Z,22,6,2009-11-01T00:00:00.000Z,🇧🇷,,0,Barrichello,br,BAR,16,1,2009-08-23T00:00:00.000Z,2,16,2009-03-29T00:00:00.000Z,1,0,2009,3,2,Rubens,15,1972-05-23T00:00:00.000Z
8.0,fisichella,17,Italy,0,,21,1,2009-11-01T00:00:00.000Z,🇮🇹,,0,Fisichella,it,FIS,4,1,,0,16,2009-03-29T00:00:00.000Z,1,0,2009,15,0,Giancarlo,1,1973-01-14T00:00:00.000Z
84.0,vettel,17,Germany,0,2009-11-01T00:00:00.000Z,20,8,2009-11-01T00:00:00.000Z,🇩🇪,5,0,Vettel,de,VET,12,3,2009-04-19T00:00:00.000Z,3,14,2009-03-29T00:00:00.000Z,4,1,2009,2,4,Sebastian,12,1987-07-03T00:00:00.000Z
95.0,button,17,UK,0,2009-06-07T00:00:00.000Z,18,9,2009-11-01T00:00:00.000Z,🇬🇧,22,1,Button,gb,BUT,16,1,2009-03-29T00:00:00.000Z,2,16,2009-03-29T00:00:00.000Z,4,0,2009,1,6,Jenson,16,1980-01-19T00:00:00.000Z
