points,driverref,participations,country,did_not_start,last_win,driverid,podiums,last_race,country_flag,permanent_number,championships,surname,country_code,code,top_ten,did_not_finish,first_win,fastestlaps,races_finished,first_race,poles,subchampionships,year,standings_position,wins,forename,finished_in_points,dob
0.0,zonta,5,Brazil,0,,41,0,2004-10-24T00:00:00.000Z,🇧🇷,,0,Zonta,br,ZON,1,2,,0,3,2004-08-15T00:00:00.000Z,0,0,2004,22,0,Ricardo,0,1976-03-23T00:00:00.000Z
0.0,villeneuve,3,Canada,0,,35,0,2004-10-24T00:00:00.000Z,🇨🇦,,0,Villeneuve,ca,VIL,2,0,,0,3,2004-09-26T00:00:00.000Z,0,0,2004,21,0,Jacques,0,1971-04-09T00:00:00.000Z
0.0,pantano,14,Italy,0,,45,0,2004-09-12T00:00:00.000Z,🇮🇹,,0,Pantano,it,,0,8,,0,6,2004-03-07T00:00:00.000Z,0,0,2004,24,0,Giorgio,0,1979-02-04T00:00:00.000Z
0.0,gene,2,Spain,0,,48,0,2004-07-11T00:00:00.000Z,🇪🇸,,0,Gené,es,,1,0,,0,2,2004-07-04T00:00:00.000Z,0,0,2004,23,0,Marc,0,1974-03-29T00:00:00.000Z
0.0,bruni,18,Italy,0,,46,0,2004-10-24T00:00:00.000Z,🇮🇹,,0,Bruni,it,,0,9,,0,9,2004-03-07T00:00:00.000Z,0,0,2004,25,0,Gianmaria,0,1981-05-30T00:00:00.000Z
1.0,baumgartner,18,Hungary,0,,47,0,2004-10-24T00:00:00.000Z,🇭🇺,,0,Baumgartner,hu,,3,7,,0,11,2004-03-07T00:00:00.000Z,0,0,2004,20,0,Zsolt,1,1981-01-01T00:00:00.000Z
114.0,barrichello,18,Brazil,0,2004-09-26T00:00:00.000Z,22,14,2004-10-24T00:00:00.000Z,🇧🇷,,0,Barrichello,br,BAR,16,1,2004-09-12T00:00:00.000Z,4,17,2004-03-07T00:00:00.000Z,4,1,2004,2,2,Rubens,16,1972-05-23T00:00:00.000Z
12.0,massa,18,Brazil,0,,13,0,2004-10-24T00:00:00.000Z,🇧🇷,19,0,Massa,br,MAS,10,4,,0,14,2004-03-07T00:00:00.000Z,0,0,2004,12,0,Felipe,5,1981-04-25T00:00:00.000Z
148.0,michael_schumacher,18,Germany,0,2004-10-10T00:00:00.000Z,30,15,2004-10-24T00:00:00.000Z,🇩🇪,,1,Schumacher,de,MSC,16,1,2004-03-07T00:00:00.000Z,10,17,2004-03-07T00:00:00.000Z,8,0,2004,1,13,Michael,16,1969-01-03T00:00:00.000Z
2.0,glock,4,Germany,0,,10,0,2004-10-24T00:00:00.000Z,🇩🇪,,0,Glock,de,GLO,1,0,,0,4,2004-06-13T00:00:00.000Z,0,0,2004,19,0,Timo,1,1982-03-18T00:00:00.000Z
22.0,fisichella,18,Italy,0,,21,0,2004-10-24T00:00:00.000Z,🇮🇹,,0,Fisichella,it,FIS,14,1,,0,17,2004-03-07T00:00:00.000Z,0,0,2004,11,0,Giancarlo,9,1973-01-14T00:00:00.000Z
24.0,coulthard,18,UK,0,,14,0,2004-10-24T00:00:00.000Z,🇬🇧,,0,Coulthard,gb,COU,12,4,,0,14,2004-03-07T00:00:00.000Z,0,0,2004,10,0,David,9,1971-03-27T00:00:00.000Z
24.0,ralf_schumacher,12,Germany,0,,23,1,2004-10-24T00:00:00.000Z,🇩🇪,,0,Schumacher,de,SCH,7,5,,0,7,2004-03-07T00:00:00.000Z,1,0,2004,9,0,Ralf,6,1975-06-30T00:00:00.000Z
3.0,heidfeld,18,Germany,0,,2,0,2004-10-24T00:00:00.000Z,🇩🇪,,0,Heidfeld,de,HEI,3,7,,0,11,2004-03-07T00:00:00.000Z,0,0,2004,18,0,Nick,2,1977-05-10T00:00:00.000Z
3.0,klien,18,Austria,0,,32,0,2004-10-24T00:00:00.000Z,🇦🇹,,0,Klien,at,KLI,4,4,,0,14,2004-03-07T00:00:00.000Z,0,0,2004,16,0,Christian,1,1983-02-07T00:00:00.000Z
3.0,matta,12,Brazil,0,,43,0,2004-07-25T00:00:00.000Z,🇧🇷,,0,da Matta,br,,3,5,,0,7,2004-03-07T00:00:00.000Z,0,0,2004,17,0,Cristiano,1,1973-09-19T00:00:00.000Z
34.0,sato,18,Japan,0,,11,1,2004-10-24T00:00:00.000Z,🇯🇵,,0,Sato,jp,SAT,10,5,,0,13,2004-03-07T00:00:00.000Z,0,0,2004,8,0,Takuma,9,1977-01-28T00:00:00.000Z
45.0,raikkonen,18,Finland,0,2004-08-29T00:00:00.000Z,8,4,2004-10-24T00:00:00.000Z,🇫🇮,7,0,Räikkönen,fi,RAI,9,8,2004-08-29T00:00:00.000Z,2,10,2004-03-07T00:00:00.000Z,1,0,2004,7,1,Kimi,9,1979-10-17T00:00:00.000Z
46.0,trulli,17,Italy,0,2004-05-23T00:00:00.000Z,15,2,2004-10-24T00:00:00.000Z,🇮🇹,,0,Trulli,it,TRU,11,3,2004-05-23T00:00:00.000Z,0,14,2004-03-07T00:00:00.000Z,2,0,2004,6,1,Jarno,9,1974-07-13T00:00:00.000Z
58.0,montoya,18,Colombia,0,2004-10-24T00:00:00.000Z,31,3,2004-10-24T00:00:00.000Z,🇨🇴,,0,Pablo Montoya,co,MON,13,4,2004-10-24T00:00:00.000Z,2,14,2004-03-07T00:00:00.000Z,0,0,2004,5,1,Juan,13,1975-09-20T00:00:00.000Z
59.0,alonso,18,Spain,0,,4,4,2004-10-24T00:00:00.000Z,🇪🇸,14,0,Alonso,es,ALO,13,5,,0,13,2004-03-07T00:00:00.000Z,1,0,2004,4,0,Fernando,12,1981-07-29T00:00:00.000Z
6.0,panis,17,France,0,,44,0,2004-10-10T00:00:00.000Z,🇫🇷,,0,Panis,fr,,4,4,,0,13,2004-03-07T00:00:00.000Z,0,0,2004,14,0,Olivier,3,1966-09-02T00:00:00.000Z
6.0,pizzonia,4,Brazil,0,,42,0,2004-09-12T00:00:00.000Z,🇧🇷,,0,Pizzonia,br,PIZ,3,1,,0,3,2004-07-25T00:00:00.000Z,0,0,2004,15,0,Antônio,3,1980-09-11T00:00:00.000Z
7.0,webber,18,Australia,0,,17,0,2004-10-24T00:00:00.000Z,🇦🇺,,0,Webber,au,WEB,8,8,,0,10,2004-03-07T00:00:00.000Z,0,0,2004,13,0,Mark,4,1976-08-27T00:00:00.000Z
85.0,button,18,UK,0,,18,10,2004-10-24T00:00:00.000Z,🇬🇧,22,0,Button,gb,BUT,15,3,,0,15,2004-03-07T00:00:00.000Z,1,0,2004,3,0,Jenson,15,1980-01-19T00:00:00.000Z
