points,driverref,participations,country,did_not_start,last_win,driverid,podiums,last_race,country_flag,permanent_number,championships,surname,country_code,code,top_ten,did_not_finish,first_win,fastestlaps,races_finished,first_race,poles,subchampionships,year,standings_position,wins,forename,finished_in_points,dob
0.0,wendlinger,6,Austria,0,,91,0,1995-11-12T00:00:00.000Z,🇦🇹,,0,Wendlinger,at,,1,4,,0,2,1995-03-26T00:00:00.000Z,0,0,1995,28,0,Karl,0,1968-12-20T00:00:00.000Z
0.0,verstappen,5,Netherlands,0,,50,0,1995-05-28T00:00:00.000Z,🇳🇱,,0,Verstappen,nl,,0,4,,0,1,1995-03-26T00:00:00.000Z,0,0,1995,31,0,Jos,0,1972-03-04T00:00:00.000Z
0.0,tarquini,1,Italy,0,,99,0,1995-10-01T00:00:00.000Z,🇮🇹,,0,Tarquini,it,,0,0,,0,1,1995-10-01T00:00:00.000Z,0,0,1995,33,0,Gabriele,0,1962-03-02T00:00:00.000Z
0.0,schiattarella,5,Italy,0,,93,0,1995-05-28T00:00:00.000Z,🇮🇹,,0,Schiattarella,it,,1,3,,0,2,1995-03-26T00:00:00.000Z,0,0,1995,27,0,Domenico,0,1967-11-17T00:00:00.000Z
0.0,badoer,17,Italy,0,,69,0,1995-11-12T00:00:00.000Z,🇮🇹,,0,Badoer,it,BAD,4,8,,0,9,1995-03-26T00:00:00.000Z,0,0,1995,23,0,Luca,0,1971-01-25T00:00:00.000Z
0.0,papis,7,Italy,0,,97,0,1995-10-01T00:00:00.000Z,🇮🇹,,0,Papis,it,,1,5,,0,2,1995-07-16T00:00:00.000Z,0,0,1995,22,0,Massimiliano,0,1969-10-03T00:00:00.000Z
0.0,moreno,17,Brazil,0,,90,0,1995-11-12T00:00:00.000Z,🇧🇷,,0,Moreno,br,,0,13,,0,4,1995-03-26T00:00:00.000Z,0,0,1995,32,0,Roberto,0,1959-02-11T00:00:00.000Z
0.0,montermini,17,Italy,0,,85,0,1995-11-12T00:00:00.000Z,🇮🇹,,0,Montermini,it,,2,14,,0,3,1995-03-26T00:00:00.000Z,0,0,1995,25,0,Andrea,0,1964-05-30T00:00:00.000Z
0.0,martini,9,Italy,0,,94,0,1995-07-30T00:00:00.000Z,🇮🇹,,0,Martini,it,,2,5,,0,4,1995-03-26T00:00:00.000Z,0,0,1995,19,0,Pierluigi,0,1961-04-23T00:00:00.000Z
0.0,mansell,2,UK,0,,95,0,1995-05-14T00:00:00.000Z,🇬🇧,,0,Mansell,gb,,1,1,,0,1,1995-04-30T00:00:00.000Z,0,0,1995,30,0,Nigel,0,1953-08-08T00:00:00.000Z
0.0,deletraz,2,Switzerland,0,,98,0,1995-10-01T00:00:00.000Z,🇨🇭,,0,Délétraz,ch,,0,1,,0,1,1995-09-24T00:00:00.000Z,0,0,1995,34,0,Jean-Denis,0,1963-10-01T00:00:00.000Z
0.0,diniz,17,Brazil,0,,64,0,1995-11-12T00:00:00.000Z,🇧🇷,,0,Diniz,br,,4,9,,0,8,1995-03-26T00:00:00.000Z,0,0,1995,21,0,Pedro,0,1970-05-22T00:00:00.000Z
