points,driverref,participations,country,did_not_start,last_win,driverid,podiums,last_race,country_flag,permanent_number,championships,surname,country_code,code,top_ten,did_not_finish,first_win,fastestlaps,races_finished,first_race,poles,subchampionships,year,standings_position,wins,forename,finished_in_points,dob
0.0,verstappen,9,Netherlands,0,,50,0,1998-11-01T00:00:00.000Z,🇳🇱,,0,Verstappen,nl,,0,6,,0,3,1998-06-28T00:00:00.000Z,0,0,1998,23,0,Jos,0,1972-03-04T00:00:00.000Z
0.0,tuero,16,Argentina,0,,74,0,1998-11-01T00:00:00.000Z,🇦🇷,,0,Tuero,ar,,1,12,,0,4,1998-03-08T00:00:00.000Z,0,0,1998,19,0,Esteban,0,1978-04-22T00:00:00.000Z
0.0,takagi,16,Japan,0,,68,0,1998-11-01T00:00:00.000Z,🇯🇵,,0,Takagi,jp,,2,8,,0,8,1998-03-08T00:00:00.000Z,0,0,1998,21,0,Toranosuke,0,1974-02-12T00:00:00.000Z
0.0,rosset,13,Brazil,2,,73,0,1998-11-01T00:00:00.000Z,🇧🇷,,0,Rosset,br,,1,7,,0,4,1998-03-08T00:00:00.000Z,0,0,1998,20,0,Ricardo,0,1968-07-27T00:00:00.000Z
0.0,panis,16,France,0,,44,0,1998-11-01T00:00:00.000Z,🇫🇷,,0,Panis,fr,,1,7,,0,9,1998-03-08T00:00:00.000Z,0,0,1998,22,0,Olivier,0,1966-09-02T00:00:00.000Z
0.0,nakano,16,Japan,0,,75,0,1998-11-01T00:00:00.000Z,🇯🇵,,0,Nakano,jp,,4,6,,0,10,1998-03-08T00:00:00.000Z,0,0,1998,18,0,Shinji,0,1971-04-01T00:00:00.000Z
1.0,magnussen,7,Denmark,0,,76,0,1998-06-07T00:00:00.000Z,🇩🇰,,0,Magnussen,dk,MAG,2,4,,0,3,1998-03-08T00:00:00.000Z,0,0,1998,17,0,Jan,1,1973-07-04T00:00:00.000Z
1.0,trulli,16,Italy,0,,15,0,1998-11-01T00:00:00.000Z,🇮🇹,,0,Trulli,it,TRU,3,9,,0,7,1998-03-08T00:00:00.000Z,0,0,1998,16,0,Jarno,1,1974-07-13T00:00:00.000Z
1.0,herbert,16,UK,0,,65,0,1998-11-01T00:00:00.000Z,🇬🇧,,0,Herbert,gb,,7,8,,0,8,1998-03-08T00:00:00.000Z,0,0,1998,15,0,Johnny,1,1964-06-25T00:00:00.000Z
100.0,hakkinen,16,Finland,0,1998-11-01T00:00:00.000Z,57,11,1998-11-01T00:00:00.000Z,🇫🇮,,1,Häkkinen,fi,,13,3,1998-03-08T00:00:00.000Z,0,13,1998-03-08T00:00:00.000Z,9,0,1998,1,8,Mika,13,1968-09-28T00:00:00.000Z
