points,driverref,participations,country,did_not_start,last_win,driverid,podiums,last_race,country_flag,permanent_number,championships,surname,country_code,code,top_ten,did_not_finish,first_win,fastestlaps,races_finished,first_race,poles,subchampionships,year,standings_position,wins,forename,finished_in_points,dob
0.0,gachot,16,Belgium,11,,92,0,1994-11-13T00:00:00.000Z,🇧🇪,,0,Gachot,be,,0,5,,0,0,1994-03-27T00:00:00.000Z,0,0,1994,40,0,Bertrand,0,1962-12-23T00:00:00.000Z
0.0,gounon,7,France,0,,111,0,1994-09-25T00:00:00.000Z,🇫🇷,,0,Gounon,fr,,1,3,,0,4,1994-07-03T00:00:00.000Z,0,0,1994,29,0,Jean-Marc,0,1963-01-01T00:00:00.000Z
0.0,zanardi,11,Italy,0,,70,0,1994-11-13T00:00:00.000Z,🇮🇹,,0,Zanardi,it,,1,6,,0,5,1994-05-29T00:00:00.000Z,0,0,1994,30,0,Alessandro,0,1966-10-23T00:00:00.000Z
0.0,suzuki,1,Japan,0,,88,0,1994-04-17T00:00:00.000Z,🇯🇵,,0,Suzuki,jp,,0,1,,0,0,1994-04-17T00:00:00.000Z,0,0,1994,42,0,Aguri,0,1960-09-08T00:00:00.000Z
0.0,adams,1,Belgium,0,,113,0,1994-09-25T00:00:00.000Z,🇧🇪,,0,Adams,be,,0,0,,0,1,1994-09-25T00:00:00.000Z,0,0,1994,36,0,Philippe,0,1969-11-19T00:00:00.000Z
0.0,senna,3,Brazil,0,,102,0,1994-05-01T00:00:00.000Z,🇧🇷,,0,Senna,br,,0,3,,0,0,1994-03-27T00:00:00.000Z,3,0,1994,38,0,Ayrton,0,1960-03-21T00:00:00.000Z
0.0,alliot,2,France,0,,112,0,1994-08-28T00:00:00.000Z,🇫🇷,,0,Alliot,fr,,0,2,,0,0,1994-08-14T00:00:00.000Z,0,0,1994,43,0,Philippe,0,1954-07-27T00:00:00.000Z
0.0,schiattarella,2,Italy,0,,93,0,1994-11-13T00:00:00.000Z,🇮🇹,,0,Schiattarella,it,,0,1,,0,1,1994-10-16T00:00:00.000Z,0,0,1994,37,0,Domenico,0,1967-11-17T00:00:00.000Z
0.0,belmondo,16,France,13,,108,0,1994-11-13T00:00:00.000Z,🇫🇷,,0,Belmondo,fr,,0,3,,0,0,1994-03-27T00:00:00.000Z,0,0,1994,39,0,Paul,0,1963-04-23T00:00:00.000Z
0.0,beretta,10,Monaco,0,,106,0,1994-08-14T00:00:00.000Z,🇲🇨,,0,Beretta,mc,,3,6,,0,4,1994-03-27T00:00:00.000Z,0,0,1994,27,0,Olivier,0,1969-11-23T00:00:00.000Z
