points,driverref,participations,country,did_not_start,last_win,driverid,podiums,last_race,country_flag,permanent_number,championships,surname,country_code,code,top_ten,did_not_finish,first_win,fastestlaps,races_finished,first_race,poles,subchampionships,year,standings_position,wins,forename,finished_in_points,dob
0.0,ericsson,21,Sweden,0,,828,0,2016-11-27T00:00:00.000Z,🇸🇪,9,0,Ericsson,se,ERI,0,5,,0,16,2016-03-20T00:00:00.000Z,0,0,2016,22,0,Marcus,0,1990-09-02T00:00:00.000Z
0.0,gutierrez,21,Mexico,0,,821,0,2016-11-27T00:00:00.000Z,🇲🇽,21,0,Gutiérrez,mx,GUT,0,5,,0,16,2016-03-20T00:00:00.000Z,0,0,2016,21,0,Esteban,0,1991-08-05T00:00:00.000Z
0.0,haryanto,12,Indonesia,0,,837,0,2016-07-31T00:00:00.000Z,🇮🇩,88,0,Haryanto,id,HAR,0,3,,0,9,2016-03-20T00:00:00.000Z,0,0,2016,24,0,Rio,0,1993-01-22T00:00:00.000Z
0.0,ocon,9,France,0,,839,0,2016-11-27T00:00:00.000Z,🇫🇷,31,0,Ocon,fr,OCO,0,0,,0,9,2016-08-28T00:00:00.000Z,0,0,2016,23,0,Esteban,0,1996-09-17T00:00:00.000Z
1.0,wehrlein,21,Germany,0,,836,0,2016-11-27T00:00:00.000Z,🇩🇪,94,0,Wehrlein,de,WEH,1,5,,0,16,2016-03-20T00:00:00.000Z,0,0,2016,19,0,Pascal,1,1994-10-18T00:00:00.000Z
1.0,vandoorne,1,Belgium,0,,838,0,2016-04-03T00:00:00.000Z,🇧🇪,2,0,Vandoorne,be,VAN,1,0,,0,1,2016-04-03T00:00:00.000Z,0,0,2016,20,0,Stoffel,1,1992-03-26T00:00:00.000Z
1.0,jolyon_palmer,21,UK,0,,835,0,2016-11-27T00:00:00.000Z,🇬🇧,30,0,Palmer,gb,PAL,1,6,,0,15,2016-03-20T00:00:00.000Z,0,0,2016,18,0,Jolyon,1,1991-01-20T00:00:00.000Z
101.0,perez,21,Mexico,0,,815,2,2016-11-27T00:00:00.000Z,🇲🇽,11,0,Pérez,mx,PER,16,0,,0,21,2016-03-20T00:00:00.000Z,0,0,2016,7,0,Sergio,16,1990-01-26T00:00:00.000Z
186.0,raikkonen,21,Finland,0,,8,4,2016-11-27T00:00:00.000Z,🇫🇮,7,0,Räikkönen,fi,RAI,17,4,,1,17,2016-03-20T00:00:00.000Z,0,0,2016,6,0,Kimi,17,1979-10-17T00:00:00.000Z
2.0,nasr,21,Brazil,1,,831,0,2016-11-27T00:00:00.000Z,🇧🇷,12,0,Nasr,br,NAS,1,3,,0,17,2016-03-20T00:00:00.000Z,0,0,2016,17,0,Felipe,1,1992-08-21T00:00:00.000Z
204.0,max_verstappen,21,Netherlands,1,2016-05-15T00:00:00.000Z,830,7,2016-11-27T00:00:00.000Z,🇳🇱,33,0,Verstappen,nl,VER,17,2,2016-05-15T00:00:00.000Z,1,18,2016-03-20T00:00:00.000Z,0,0,2016,5,1,Max,17,1997-09-30T00:00:00.000Z
21.0,button,21,UK,0,,18,0,2016-11-27T00:00:00.000Z,🇬🇧,22,0,Button,gb,BUT,7,6,,0,15,2016-03-20T00:00:00.000Z,0,0,2016,15,0,Jenson,7,1980-01-19T00:00:00.000Z
212.0,vettel,21,Germany,0,,20,7,2016-11-27T00:00:00.000Z,🇩🇪,5,0,Vettel,de,VET,17,4,,3,17,2016-03-20T00:00:00.000Z,0,0,2016,4,0,Sebastian,17,1987-07-03T00:00:00.000Z
25.0,kvyat,21,Russia,0,,826,1,2016-11-27T00:00:00.000Z,🇷🇺,26,0,Kvyat,ru,KVY,5,6,,1,15,2016-03-20T00:00:00.000Z,0,0,2016,14,0,Daniil,5,1994-04-26T00:00:00.000Z
256.0,ricciardo,21,Australia,0,2016-10-02T00:00:00.000Z,817,8,2016-11-27T00:00:00.000Z,🇦🇺,3,0,Ricciardo,au,RIC,20,0,2016-10-02T00:00:00.000Z,4,21,2016-03-20T00:00:00.000Z,1,0,2016,3,1,Daniel,20,1989-07-01T00:00:00.000Z
29.0,grosjean,21,France,0,,154,0,2016-11-27T00:00:00.000Z,🇫🇷,8,0,Grosjean,fr,GRO,5,5,,0,16,2016-03-20T00:00:00.000Z,0,0,2016,13,0,Romain,5,1986-04-17T00:00:00.000Z
380.0,hamilton,21,UK,0,2016-11-27T00:00:00.000Z,1,17,2016-11-27T00:00:00.000Z,🇬🇧,44,0,Hamilton,gb,HAM,19,2,2016-05-29T00:00:00.000Z,3,19,2016-03-20T00:00:00.000Z,12,1,2016,2,10,Lewis,19,1985-01-07T00:00:00.000Z
385.0,rosberg,21,Germany,0,2016-10-09T00:00:00.000Z,3,16,2016-11-27T00:00:00.000Z,🇩🇪,6,1,Rosberg,de,ROS,20,1,2016-03-20T00:00:00.000Z,6,20,2016-03-20T00:00:00.000Z,8,0,2016,1,9,Nico,20,1985-06-27T00:00:00.000Z
46.0,sainz,21,Spain,0,,832,0,2016-11-27T00:00:00.000Z,🇪🇸,55,0,Sainz,es,SAI,10,4,,0,17,2016-03-20T00:00:00.000Z,0,0,2016,12,0,Carlos,10,1994-09-01T00:00:00.000Z
53.0,massa,21,Brazil,0,,13,0,2016-11-27T00:00:00.000Z,🇧🇷,19,0,Massa,br,MAS,13,3,,0,18,2016-03-20T00:00:00.000Z,0,0,2016,11,0,Felipe,13,1981-04-25T00:00:00.000Z
54.0,alonso,20,Spain,0,,4,0,2016-11-27T00:00:00.000Z,🇪🇸,14,0,Alonso,es,ALO,9,3,,1,17,2016-03-20T00:00:00.000Z,0,0,2016,10,0,Fernando,9,1981-07-29T00:00:00.000Z
7.0,kevin_magnussen,21,Denmark,0,,825,0,2016-11-27T00:00:00.000Z,🇩🇰,20,0,Magnussen,dk,MAG,2,4,,0,17,2016-03-20T00:00:00.000Z,0,0,2016,16,0,Kevin,2,1992-10-05T00:00:00.000Z
72.0,hulkenberg,21,Germany,0,,807,0,2016-11-27T00:00:00.000Z,🇩🇪,27,0,Hülkenberg,de,HUL,14,4,,1,17,2016-03-20T00:00:00.000Z,0,0,2016,9,0,Nico,14,1987-08-19T00:00:00.000Z
85.0,bottas,21,Finland,0,,822,1,2016-11-27T00:00:00.000Z,🇫🇮,77,0,Bottas,fi,BOT,15,2,,0,19,2016-03-20T00:00:00.000Z,0,0,2016,8,0,Valtteri,15,1989-08-28T00:00:00.000Z
