participations,driverref,points,dob,did_not_start,last_win,driverid,podiums,last_race,permanent_number,championships,country_flag,surname,country_code,code,top_ten,did_not_finish,first_win,fastestlaps,races_finished,first_race,poles,subchampionships,year,standings_position,wins,forename,finished_in_points,country
1,mcguire,0.0,1945-12-13,1,,266,0,1977-07-16,,0,🇦🇺,McGuire,au,,0,0,,0,0,1977-07-16,0,0,1977,61,0,Brian,0,Australia
1,trimmer,0.0,1943-01-24,1,,245,0,1977-07-16,,0,🇬🇧,Trimmer,gb,,0,0,,0,0,1977-07-16,0,0,1977,60,0,Tony,0,UK
1,hoshino,0.0,1947-07-01,0,,273,0,1977-10-23,,0,🇯🇵,Hoshino,jp,,0,0,,0,1,1977-10-23,0,0,1977,37,0,Kazuyoshi,0,Japan
1,takahashi,0.0,1940-01-29,0,,272,0,1977-10-23,,0,🇯🇵,Takahashi,jp,,1,0,,0,1,1977-10-23,0,0,1977,32,0,Kunimitsu,0,Japan
1,ickx,0.0,1945-01-01,0,,235,0,1977-05-22,,0,🇧🇪,Ickx,be,,1,0,,0,1,1977-05-22,0,0,1977,35,0,Jacky,0,Belgium
1,takahara,0.0,1951-06-06,0,,274,0,1977-10-23,,0,🇯🇵,Takahara,jp,,0,1,,0,0,1977-10-23,0,0,1977,48,0,Noritake,0,Japan
1,sutcliffe,0.0,1947-05-09,1,,264,0,1977-07-16,,0,🇬🇧,Sutcliffe,gb,,0,0,,0,0,1977-07-16,0,0,1977,55,0,Andy,0,UK
1,heyer,0.0,1943-03-16,0,,268,0,1977-07-31,,0,🇩🇪,Heyer,de,,0,1,,0,0,1977-07-31,0,0,1977,49,0,Hans,0,Germany
1,kessel,0.0,1950-04-01,1,,271,0,1977-09-11,,0,🇨🇭,Kessel,ch,,0,0,,0,0,1977-09-11,0,0,1977,57,0,Loris,0,Switzerland
1,oliver,0.0,1942-08-14,0,,262,0,1977-06-19,,0,🇬🇧,Oliver,gb,,1,0,,0,1,1977-06-19,0,0,1977,31,0,Jackie,0,UK
1,leoni,0.0,1953-05-24,1,,241,0,1977-09-11,,0,🇮🇹,Leoni,it,,0,0,,0,0,1977-09-11,0,0,1977,50,0,Lamberto,0,Italy
1,bleekemolen,0.0,1949-10-02,1,,247,0,1977-08-28,,0,🇳🇱,Bleekemolen,nl,,0,0,,0,0,1977-08-28,0,0,1977,58,0,Michael,0,Netherlands
1,giacomelli,0.0,1952-09-10,0,,152,0,1977-09-11,,0,🇮🇹,Giacomelli,it,,0,1,,0,0,1977-09-11,0,0,1977,44,0,Bruno,0,Italy
1,dryver,0.0,1952-09-19,1,,261,0,1977-06-05,,0,🇧🇪,de Dryver,be,,0,0,,0,0,1977-06-05,0,0,1977,53,0,Bernard,0,Belgium
1,edwards,0.0,1942-12-30,1,,265,0,1977-07-16,,0,🇬🇧,Edwards,gb,,0,0,,0,0,1977-07-16,0,0,1977,56,0,Guy,0,UK
1,francia,0.0,1947-11-08,1,,220,0,1977-09-11,,0,🇮🇹,Francia,it,,0,0,,0,0,1977-09-11,0,0,1977,59,0,Giorgio,0,Italy
11,neve,0.0,1949-10-13,3,,258,0,1977-10-09,,0,🇧🇪,Nève,be,,4,1,,0,7,1977-05-08,0,0,1977,23,0,Patrick,0,Belgium
12,lunger,0.0,1945-11-14,1,,239,0,1977-10-09,,0,🇺🇸,Lunger,us,,4,3,,0,8,1977-03-05,0,0,1977,29,0,Brett,0,USA
12,keegan,0.0,1955-02-26,0,,211,0,1977-10-09,,0,🇬🇧,Keegan,gb,,4,6,,0,6,1977-05-08,0,0,1977,22,0,Rupert,0,UK
12,binder,0.0,1948-06-12,1,,246,0,1977-10-23,,0,🇦🇹,Binder,at,,2,5,,0,6,1977-01-09,0,0,1977,28,0,Hans,0,Austria
13,jarier,1.0,1946-07-10,1,,197,0,1977-10-23,,0,🇫🇷,Jarier,fr,,4,5,,0,7,1977-04-03,0,0,1977,19,0,Jean-Pierre,1,France
14,jones,22.0,1946-11-02,0,1977-08-14,178,2,1977-10-23,,0,🇦🇺,Jones,au,,7,6,1977-08-14,0,8,1977-04-03,0,0,1977,7,1,Alan,6,Australia
14,ian_scheckter,0.0,1947-08-22,1,,251,0,1977-10-09,,0,🇿🇦,Scheckter,za,,1,11,,0,2,1977-01-09,0,0,1977,33,0,Ian,0,South Africa
15,stuck,12.0,1951-01-01,0,,233,2,1977-10-23,,0,🇩🇪,Stuck,de,,8,7,,0,8,1977-03-05,0,0,1977,11,0,Hans-Joachim,5,Germany
15,lauda,72.0,1949-02-22,0,1977-08-28,182,10,1977-10-02,,1,🇦🇹,Lauda,at,,12,3,1977-03-05,0,12,1977-01-09,2,0,1977,1,3,Niki,12,Austria
16,emerson_fittipaldi,11.0,1946-12-12,2,,224,0,1977-10-09,,0,🇧🇷,Fittipaldi,br,,5,4,,0,10,1977-01-09,0,0,1977,12,0,Emerson,4,Brazil
16,regazzoni,5.0,1939-09-05,2,,223,0,1977-10-23,,0,🇨🇭,Regazzoni,ch,,6,8,,0,6,1977-01-09,0,0,1977,17,0,Clay,3,Switzerland
17,nilsson,20.0,1948-11-20,0,1977-06-05,255,2,1977-10-23,,0,🇸🇪,Nilsson,se,,6,9,1977-06-05,0,8,1977-01-09,0,0,1977,8,1,Gunnar,5,Sweden
17,watson,9.0,1946-05-04,0,,187,1,1977-10-23,,0,🇬🇧,Watson,gb,,4,12,,0,5,1977-01-09,1,0,1977,13,0,John,3,UK
17,hunt,40.0,1947-08-29,0,1977-10-23,231,5,1977-10-23,,0,🇬🇧,Hunt,gb,,8,8,1977-07-16,0,9,1977-01-09,6,0,1977,5,3,James,6,UK
17,mario_andretti,47.0,1940-02-28,0,1977-09-11,207,5,1977-10-23,,0,🇺🇸,Andretti,us,,9,7,1977-04-03,0,10,1977-01-09,7,0,1977,3,4,Mario,8,USA
17,scheckter,55.0,1950-01-29,0,1977-10-09,222,9,1977-10-23,,0,🇿🇦,Scheckter,za,,10,7,1977-01-09,0,10,1977-01-09,1,1,1977,2,3,Jody,9,South Africa
17,peterson,7.0,1944-02-14,0,,238,1,1977-10-23,,0,🇸🇪,Peterson,se,,5,10,,0,7,1977-01-09,0,0,1977,14,0,Ronnie,3,Sweden
17,ribeiro,0.0,1948-11-07,8,,237,0,1977-10-23,,0,🇧🇷,Ribeiro,br,,2,4,,0,5,1977-01-09,0,0,1977,27,0,Alex,0,Brazil
17,laffite,18.0,1943-11-21,0,1977-06-19,172,2,1977-10-23,,0,🇫🇷,Laffite,fr,,10,7,1977-06-19,0,10,1977-01-09,0,0,1977,10,1,Jacques,4,France
17,mass,25.0,1946-09-30,0,,200,2,1977-10-23,,0,🇩🇪,Mass,de,,9,8,,0,9,1977-01-09,0,0,1977,6,0,Jochen,8,Germany
17,depailler,20.0,1944-08-09,0,,221,3,1977-10-23,,0,🇫🇷,Depailler,fr,,6,9,,0,8,1977-01-09,0,0,1977,9,0,Patrick,5,France
17,reutemann,42.0,1942-04-12,0,1977-01-23,199,6,1977-10-23,,0,🇦🇷,Reutemann,ar,,12,4,1977-01-23,0,13,1977-01-09,0,0,1977,4,1,Carlos,11,Argentina
17,brambilla,6.0,1937-11-11,0,,230,0,1977-10-23,,0,🇮🇹,Brambilla,it,,8,5,,0,12,1977-01-09,0,0,1977,16,0,Vittorio,3,Italy
2,hoffmann,0.0,1953-02-28,0,,253,0,1977-01-23,,0,🇧🇷,Hoffmann,br,,1,1,,0,1,1977-01-09,0,0,1977,25,0,Ingo,0,Brazil
2,ongais,0.0,1942-05-21,0,,240,0,1977-10-09,,0,🇺🇸,Ongais,us,,1,1,,0,1,1977-10-02,0,0,1977,26,0,Danny,0,USA
2,kozarowitzky,0.0,1948-05-17,2,,263,0,1977-07-16,,0,🇫🇮,Kozarowitzky,fi,,0,0,,0,0,1977-06-19,0,0,1977,54,0,Mikko,0,Finland
3,pace,6.0,1944-10-06,0,,250,1,1977-03-05,,0,🇧🇷,Pace,br,,1,1,,0,2,1977-01-09,0,0,1977,15,0,Carlos,1,Brazil
3,gilles_villeneuve,0.0,1950-01-18,0,,203,0,1977-10-23,,0,🇨🇦,Villeneuve,ca,,0,1,,0,2,1977-07-16,0,0,1977,36,0,Gilles,0,Canada
3,pilette,0.0,1942-07-26,3,,269,0,1977-09-11,,0,🇧🇪,Pilette,be,,0,0,,0,0,1977-07-31,0,0,1977,52,0,Teddy,0,Belgium
3,pryce,0.0,1949-06-11,0,,252,0,1977-03-05,,0,🇬🇧,Pryce,gb,,0,3,,0,0,1977-01-09,0,0,1977,43,0,Tom,0,UK
4,schuppan,0.0,1943-03-19,1,,267,0,1977-08-28,,0,🇦🇺,Schuppan,au,,1,0,,0,3,1977-07-16,0,0,1977,24,0,Vern,0,Australia
4,andersson,0.0,1939-12-28,4,,260,0,1977-07-03,,0,🇸🇪,Andersson,se,,0,0,,0,0,1977-05-08,0,0,1977,51,0,Conny,0,Sweden
5,purley,0.0,1945-01-26,2,,259,0,1977-07-16,,0,🇬🇧,Purley,gb,,0,1,,0,2,1977-05-08,0,0,1977,39,0,David,0,UK
