points,driverref,participations,country,did_not_start,last_win,driverid,podiums,last_race,country_flag,permanent_number,championships,surname,country_code,code,top_ten,did_not_finish,first_win,fastestlaps,races_finished,first_race,poles,subchampionships,year,standings_position,wins,forename,finished_in_points,dob
0.0,widdows,1,UK,0,,378,0,1968-07-20T00:00:00.000Z,🇬🇧,,0,Widdows,gb,,0,1,,0,0,1968-07-20T00:00:00.000Z,0,0,1968,31,0,Robin,0,1942-05-27T00:00:00.000Z
0.0,unser,1,USA,0,,381,0,1968-10-06T00:00:00.000Z,🇺🇸,,0,Unser,us,,0,1,,0,0,1968-10-06T00:00:00.000Z,0,0,1968,36,0,Bobby,0,1934-02-20T00:00:00.000Z
0.0,tingle,1,Rhodesia,0,,368,0,1968-01-01T00:00:00.000Z,🇿🇼,,0,Tingle,zw,,0,1,,0,0,1968-01-01T00:00:00.000Z,0,0,1968,32,0,Sam,0,1921-08-24T00:00:00.000Z
0.0,brack,1,Canada,0,,343,0,1968-09-22T00:00:00.000Z,🇨🇦,,0,Brack,ca,,0,1,,0,0,1968-09-22T00:00:00.000Z,0,0,1968,38,0,Bill,0,1935-12-26T00:00:00.000Z
0.0,mario_andretti,1,USA,0,,207,0,1968-10-06T00:00:00.000Z,🇺🇸,,0,Andretti,us,,0,1,,0,0,1968-10-06T00:00:00.000Z,1,0,1968,37,0,Mario,0,1940-02-28T00:00:00.000Z
0.0,love,1,Rhodesia,0,,340,0,1968-01-01T00:00:00.000Z,🇿🇼,,0,Love,zw,,1,0,,0,1,1968-01-01T00:00:00.000Z,0,0,1968,26,0,John,0,1924-12-07T00:00:00.000Z
0.0,jo_schlesser,1,France,0,,377,0,1968-07-07T00:00:00.000Z,🇫🇷,,0,Schlesser,fr,,0,1,,0,0,1968-07-07T00:00:00.000Z,0,0,1968,34,0,Jo,0,1928-05-18T00:00:00.000Z
0.0,adamich,1,Italy,0,,333,0,1968-01-01T00:00:00.000Z,🇮🇹,,0,de Adamich,it,,0,1,,0,0,1968-01-01T00:00:00.000Z,0,0,1968,40,0,Andrea,0,1941-10-03T00:00:00.000Z
0.0,ahrens,1,Germany,0,,379,0,1968-08-04T00:00:00.000Z,🇩🇪,,0,Ahrens,de,,0,0,,0,1,1968-08-04T00:00:00.000Z,0,0,1968,28,0,Kurt,0,1940-04-19T00:00:00.000Z
0.0,spence,1,UK,0,,374,0,1968-01-01T00:00:00.000Z,🇬🇧,,0,Spence,gb,,0,1,,0,0,1968-01-01T00:00:00.000Z,0,0,1968,41,0,Mike,0,1936-12-30T00:00:00.000Z
0.0,bell,2,UK,0,,321,0,1968-10-06T00:00:00.000Z,🇬🇧,,0,Bell,gb,,0,2,,0,0,1968-09-08T00:00:00.000Z,0,0,1968,39,0,Derek,0,1941-10-31T00:00:00.000Z
0.0,solana,1,Mexico,0,,382,0,1968-11-03T00:00:00.000Z,🇲🇽,,0,Solana,mx,,0,1,,0,0,1968-11-03T00:00:00.000Z,0,0,1968,35,0,Moisés,0,1935-12-26T00:00:00.000Z
0.0,rooyen,1,South Africa,0,,369,0,1968-01-01T00:00:00.000Z,🇿🇦,,0,van Rooyen,za,,0,1,,0,0,1968-01-01T00:00:00.000Z,0,0,1968,33,0,Basil,0,1939-04-19T00:00:00.000Z
0.0,hobbs,1,UK,0,,322,0,1968-09-08T00:00:00.000Z,🇬🇧,,0,Hobbs,gb,,0,1,,0,0,1968-09-08T00:00:00.000Z,0,0,1968,29,0,David,0,1939-06-09T00:00:00.000Z
0.0,charlton,1,South Africa,0,,293,0,1968-01-01T00:00:00.000Z,🇿🇦,,0,Charlton,za,,0,1,,0,0,1968-01-01T00:00:00.000Z,0,0,1968,43,0,Dave,0,1936-10-27T00:00:00.000Z
0.0,hahne,1,Germany,0,,365,0,1968-08-04T00:00:00.000Z,🇩🇪,,0,Hahne,de,,1,0,,0,1,1968-08-04T00:00:00.000Z,0,0,1968,27,0,Hubert,0,1935-03-28T00:00:00.000Z
0.0,pretorius,1,South Africa,0,,334,0,1968-01-01T00:00:00.000Z,🇿🇦,,0,Pretorius,za,,0,1,,0,0,1968-01-01T00:00:00.000Z,0,0,1968,30,0,Jackie,0,1934-11-22T00:00:00.000Z
0.0,gardner,1,Australia,1,,380,0,1968-09-08T00:00:00.000Z,🇦🇺,,0,Gardner,au,,0,0,,0,0,1968-09-08T00:00:00.000Z,0,0,1968,42,0,Frank,0,1930-10-01T00:00:00.000Z
0.0,pescarolo,2,France,0,,280,0,1968-11-03T00:00:00.000Z,🇫🇷,,0,Pescarolo,fr,,1,1,,0,1,1968-09-22T00:00:00.000Z,0,0,1968,25,0,Henri,0,1942-09-25T00:00:00.000Z
10.0,amon,11,New Zealand,0,,278,1,1968-11-03T00:00:00.000Z,🇳🇿,,0,Amon,nz,,4,7,,0,4,1968-01-01T00:00:00.000Z,3,0,1968,10,0,Chris,3,1943-07-20T00:00:00.000Z
11.0,beltoise,12,France,0,,306,1,1968-11-03T00:00:00.000Z,🇫🇷,,0,Beltoise,fr,,6,6,,0,6,1968-01-01T00:00:00.000Z,0,0,1968,9,0,Jean-Pierre,4,1937-04-26T00:00:00.000Z
12.0,surtees,12,UK,0,,341,2,1968-11-03T00:00:00.000Z,🇬🇧,,0,Surtees,gb,,4,8,,0,4,1968-01-01T00:00:00.000Z,1,0,1968,8,0,John,3,1934-02-11T00:00:00.000Z
12.0,siffert,12,Switzerland,0,1968-07-20T00:00:00.000Z,346,1,1968-11-03T00:00:00.000Z,🇨🇭,,0,Siffert,ch,,5,6,1968-07-20T00:00:00.000Z,0,6,1968-01-01T00:00:00.000Z,1,0,1968,7,1,Jo,3,1936-07-07T00:00:00.000Z
18.0,rodriguez,12,Mexico,0,,345,3,1968-11-03T00:00:00.000Z,🇲🇽,,0,Rodríguez,mx,,5,7,,0,5,1968-01-01T00:00:00.000Z,0,0,1968,6,0,Pedro,5,1940-01-18T00:00:00.000Z
