points,driverref,participations,country,did_not_start,last_win,driverid,podiums,last_race,country_flag,permanent_number,championships,surname,country_code,code,top_ten,did_not_finish,first_win,fastestlaps,races_finished,first_race,poles,subchampionships,year,standings_position,wins,forename,finished_in_points,dob
0.0,karthikeyan,8,India,0,,39,0,2011-10-30T00:00:00.000Z,🇮🇳,,0,Karthikeyan,in,KAR,0,1,,0,7,2011-04-10T00:00:00.000Z,0,0,2011,26,0,Narain,0,1977-01-14T00:00:00.000Z
0.0,ambrosio,19,Belgium,0,,816,0,2011-11-27T00:00:00.000Z,🇧🇪,,0,d'Ambrosio,be,DAM,0,3,,0,16,2011-03-27T00:00:00.000Z,0,0,2011,24,0,Jérôme,0,1985-12-27T00:00:00.000Z
0.0,rosa,1,Spain,0,,37,0,2011-06-12T00:00:00.000Z,🇪🇸,,0,de la Rosa,es,DLR,0,0,,0,1,2011-06-12T00:00:00.000Z,0,0,2011,20,0,Pedro,0,1971-02-24T00:00:00.000Z
0.0,chandhok,1,India,0,,812,0,2011-07-24T00:00:00.000Z,🇮🇳,,0,Chandhok,in,CHA,0,0,,0,1,2011-07-24T00:00:00.000Z,0,0,2011,28,0,Karun,0,1984-01-19T00:00:00.000Z
0.0,glock,19,Germany,0,,10,0,2011-11-27T00:00:00.000Z,🇩🇪,,0,Glock,de,GLO,0,6,,0,13,2011-03-27T00:00:00.000Z,0,0,2011,25,0,Timo,0,1982-03-18T00:00:00.000Z
0.0,ricciardo,11,Australia,0,,817,0,2011-11-27T00:00:00.000Z,🇦🇺,3,0,Ricciardo,au,RIC,0,3,,0,8,2011-07-10T00:00:00.000Z,0,0,2011,27,0,Daniel,0,1989-07-01T00:00:00.000Z
0.0,trulli,18,Italy,0,,15,0,2011-11-27T00:00:00.000Z,🇮🇹,,0,Trulli,it,TRU,0,4,,0,14,2011-03-27T00:00:00.000Z,0,0,2011,21,0,Jarno,0,1974-07-13T00:00:00.000Z
0.0,kovalainen,19,Finland,0,,5,0,2011-11-27T00:00:00.000Z,🇫🇮,,0,Kovalainen,fi,KOV,0,5,,0,14,2011-03-27T00:00:00.000Z,0,0,2011,22,0,Heikki,0,1981-10-19T00:00:00.000Z
0.0,liuzzi,17,Italy,0,,24,0,2011-11-27T00:00:00.000Z,🇮🇹,,0,Liuzzi,it,LIU,0,5,,0,12,2011-04-10T00:00:00.000Z,0,0,2011,23,0,Vitantonio,0,1980-08-06T00:00:00.000Z
1.0,maldonado,19,Venezuela,0,,813,0,2011-11-27T00:00:00.000Z,🇻🇪,13,0,Maldonado,ve,MAL,1,6,,0,13,2011-03-27T00:00:00.000Z,0,0,2011,19,0,Pastor,1,1985-03-09T00:00:00.000Z
118.0,massa,19,Brazil,0,,13,0,2011-11-27T00:00:00.000Z,🇧🇷,19,0,Massa,br,MAS,15,3,,2,16,2011-03-27T00:00:00.000Z,0,0,2011,6,0,Felipe,15,1981-04-25T00:00:00.000Z
14.0,perez,17,Mexico,0,,815,0,2011-11-27T00:00:00.000Z,🇲🇽,11,0,Pérez,mx,PER,5,4,,0,13,2011-03-27T00:00:00.000Z,0,0,2011,16,0,Sergio,5,1990-01-26T00:00:00.000Z
15.0,buemi,19,Switzerland,0,,67,0,2011-11-27T00:00:00.000Z,🇨🇭,,0,Buemi,ch,BUE,7,5,,0,14,2011-03-27T00:00:00.000Z,0,0,2011,15,0,Sébastien,7,1988-10-31T00:00:00.000Z
2.0,bruno_senna,8,Brazil,0,,811,0,2011-11-27T00:00:00.000Z,🇧🇷,,0,Senna,br,SEN,1,0,,0,8,2011-08-28T00:00:00.000Z,0,0,2011,18,0,Bruno,1,1983-10-15T00:00:00.000Z
227.0,hamilton,19,UK,0,2011-11-13T00:00:00.000Z,1,6,2011-11-27T00:00:00.000Z,🇬🇧,44,0,Hamilton,gb,HAM,16,3,2011-04-17T00:00:00.000Z,3,16,2011-03-27T00:00:00.000Z,1,0,2011,5,3,Lewis,16,1985-01-07T00:00:00.000Z
257.0,alonso,19,Spain,0,2011-07-10T00:00:00.000Z,4,10,2011-11-27T00:00:00.000Z,🇪🇸,14,0,Alonso,es,ALO,18,1,2011-07-10T00:00:00.000Z,1,18,2011-03-27T00:00:00.000Z,0,0,2011,4,1,Fernando,18,1981-07-29T00:00:00.000Z
258.0,webber,19,Australia,0,2011-11-27T00:00:00.000Z,17,10,2011-11-27T00:00:00.000Z,🇦🇺,,0,Webber,au,WEB,18,1,2011-11-27T00:00:00.000Z,6,18,2011-03-27T00:00:00.000Z,3,0,2011,3,1,Mark,18,1976-08-27T00:00:00.000Z
26.0,alguersuari,19,Spain,0,,153,0,2011-11-27T00:00:00.000Z,🇪🇸,,0,Alguersuari,es,ALG,7,3,,0,16,2011-03-27T00:00:00.000Z,0,0,2011,14,0,Jaime,7,1990-03-23T00:00:00.000Z
27.0,resta,19,UK,0,,814,0,2011-11-27T00:00:00.000Z,🇬🇧,,0,di Resta,gb,DIR,8,1,,0,18,2011-03-27T00:00:00.000Z,0,0,2011,13,0,Paul,8,1986-04-16T00:00:00.000Z
270.0,button,19,UK,0,2011-10-09T00:00:00.000Z,18,12,2011-11-27T00:00:00.000Z,🇬🇧,22,0,Button,gb,BUT,17,2,2011-06-12T00:00:00.000Z,3,17,2011-03-27T00:00:00.000Z,0,1,2011,2,3,Jenson,17,1980-01-19T00:00:00.000Z
30.0,kobayashi,19,Japan,0,,155,0,2011-11-27T00:00:00.000Z,🇯🇵,10,0,Kobayashi,jp,KOB,9,4,,0,15,2011-03-27T00:00:00.000Z,0,0,2011,12,0,Kamui,9,1986-09-13T00:00:00.000Z
34.0,heidfeld,11,Germany,0,,2,1,2011-07-31T00:00:00.000Z,🇩🇪,,0,Heidfeld,de,HEI,6,3,,0,8,2011-03-27T00:00:00.000Z,0,0,2011,11,0,Nick,6,1977-05-10T00:00:00.000Z
37.0,petrov,19,Russia,0,,808,1,2011-11-27T00:00:00.000Z,🇷🇺,,0,Petrov,ru,PET,8,3,,0,16,2011-03-27T00:00:00.000Z,0,0,2011,10,0,Vitaly,8,1984-09-08T00:00:00.000Z
392.0,vettel,19,Germany,0,2011-10-30T00:00:00.000Z,20,17,2011-11-27T00:00:00.000Z,🇩🇪,5,1,Vettel,de,VET,18,1,2011-03-27T00:00:00.000Z,3,18,2011-03-27T00:00:00.000Z,15,0,2011,1,11,Sebastian,18,1987-07-03T00:00:00.000Z
4.0,barrichello,19,Brazil,0,,22,0,2011-11-27T00:00:00.000Z,🇧🇷,,0,Barrichello,br,BAR,2,3,,0,16,2011-03-27T00:00:00.000Z,0,0,2011,17,0,Rubens,2,1972-05-23T00:00:00.000Z
42.0,sutil,19,Germany,0,,16,0,2011-11-27T00:00:00.000Z,🇩🇪,99,0,Sutil,de,SUT,9,2,,0,17,2011-03-27T00:00:00.000Z,0,0,2011,9,0,Adrian,9,1983-01-11T00:00:00.000Z
76.0,michael_schumacher,19,Germany,0,,30,0,2011-11-27T00:00:00.000Z,🇩🇪,,0,Schumacher,de,MSC,11,5,,0,14,2011-03-27T00:00:00.000Z,0,0,2011,8,0,Michael,11,1969-01-03T00:00:00.000Z
89.0,rosberg,19,Germany,0,,3,0,2011-11-27T00:00:00.000Z,🇩🇪,6,0,Rosberg,de,ROS,14,2,,0,17,2011-03-27T00:00:00.000Z,0,0,2011,7,0,Nico,14,1985-06-27T00:00:00.000Z
